y1,y2,y3,y4,y5,y6,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
0.66,0.42,1.11,95,9,126472.08,327,11483,318486.26,6,18393,0.62,FO,A+,购物中心,153,T1,104,6
0.69,0.47,0.1,95,9,145820.23,314,5000,318486.26,4,10920,0.67,FO,A+,购物中心,153,T1,104,6
0.66,0.47,2.24,95,9,173776.07,287,1500,318486.26,3,16595,0.6,FO,A+,购物中心,153,T1,104,6
0.69,0.49,1.11,97,9,169988.75,287,1500,318486.26,3,14695,0.67,FO,A+,购物中心,153,T1,104,6
0.69,0.5,0.57,97,9.1,225873.85,270,1592,318486.26,7,14511,0.62,FO,A+,购物中心,153,T1,104,6
0.68,0.47,1.19,97,9,183368.02,266,1500,318486.26,6,14216,0.61,FO,A+,购物中心,153,T1,104,6
0.68,0.46,0.41,94,9,145533.65,254,1826.6,318486.26,4,14166,0.62,FO,A+,购物中心,153,T1,104,6
0.69,0.49,0.61,94,9,190026.5,262,1500,318486.26,13,14938,0.64,FO,A+,购物中心,153,T1,104,6
0.69,0.46,0.32,94,9,166016.72,275,1786.6,318486.26,10,12241,0.64,FO,A+,购物中心,153,T1,104,6
0.7,0.48,0.48,95,9,191781.59,304,2960.2,318486.26,9,13582,0.66,FO,A+,购物中心,153,T1,104,6
0.71,0.5,0.44,95,8.3,246078.64,320,7315.54,318486.26,5,31571,0.66,FO,A+,购物中心,153,T1,104,6
0.66,0.44,0.26,95,8.3,150091.88,335,1694.06,318486.26,7,13668,0.64,FO,A+,购物中心,153,T1,104,6
0.66,0.39,-0.03,96,8.3,122410.73,329,11180.38,318486.26,11,21332,0.6,FO,A+,购物中心,153,T1,104,6
0.68,0.49,0.3,96,8.3,189721.73,320,1500,318486.26,6,16719,0.6,FO,A+,购物中心,153,T1,104,6
0.63,0.4,-0.09,96,8.1,158675.63,306,0,318486.26,6,14238,0.59,FO,A+,购物中心,153,T1,104,6
0.65,0.42,-0.13,95,8.4,148553.36,315,0,318486.26,12,13915,0.65,FO,A+,购物中心,153,T1,104,6
0.66,0.46,-0.15,95,8.3,191604.03,288,0,318486.26,7,24597,0.62,FO,A+,购物中心,153,T1,104,6
0.65,0.41,-0.21,95,8.3,144707.42,279,2203.93,318486.26,12,14979,0.61,FO,A+,购物中心,153,T1,104,6
0.62,0.37,-0.29,95,8.1,103462.94,256,3016.75,318486.26,7,7915,0.57,FO,A+,购物中心,153,T1,104,6
0.58,0.29,-0.45,95,8.3,103683.37,224,0,318486.26,6,13793,0.48,FO,A+,购物中心,153,T1,104,6
0.56,0.32,0.12,95,8.3,186572.98,256,4924.47,318486.26,4,11542,0.48,FO,A+,购物中心,153,T1,104,6
0.54,0.3,-0.5,95,8.3,95400.77,238,0,318486.26,11,9316,0.45,FO,A+,购物中心,153,T1,104,6
0.58,0.34,-0.29,95,8.3,174643.47,262,8421.69,318486.26,10,8139,0.51,FO,A+,购物中心,153,T1,104,6
0.57,0.32,-0.21,95,8.3,118851.61,267,0,318486.26,17,5878,0.51,FO,A+,购物中心,153,T1,104,6
0.65,0.23,-0.26,94,8.2,90047.7,313,7670.19,318486.26,5,11232,0.56,FO,A+,购物中心,153,T1,104,6
0.56,0.35,-0.08,94,8.3,174258.12,290,0,318486.26,14,7990,0.53,FO,A+,购物中心,153,T1,104,6
0.58,0.3,-0.53,95,8.1,74253.15,288,0,318486.26,11,14673,0.56,FO,A+,购物中心,153,T1,104,6
0.56,0.29,-0.39,100,8.3,91032.27,283,0,318486.26,15,19074,0.55,FO,A+,购物中心,153,T1,104,6
0.58,0.34,-0.52,100,7.8,92887.46,262,0,318486.26,12,8298,0.57,FO,A+,购物中心,153,T1,104,6
0.55,0.26,-0.56,100,13.1,63856.48,259,0,318486.26,9,8047,0.54,FO,A+,购物中心,153,T1,104,6
0.71,0.52,1.44,82,11.1,73217.95,279,5500,1600020.35,0,0,0.67,FO,A,购物中心,311,T3,92,9
0.69,0.47,1.13,82,12.4,64109.88,264,10745.94,1600020.35,0,0,0.65,FO,A,购物中心,311,T3,92,9
0.7,0.52,2.72,82,11.1,111814.34,288,7679.02,1600020.35,0,0,0.67,FO,A,购物中心,311,T3,92,9
0.7,0.4,3.91,83,10.2,147412.54,302,0,1600020.35,2,12255,0.67,FO,A,购物中心,311,T3,92,9
0.7,0.37,1.76,83,8.3,83013.2,317,16595.52,1600020.35,6,5255,0.67,FO,A,购物中心,311,T3,92,9
0.7,0.44,1.88,83,9.9,86588.13,328,21868.91,1600020.35,6,18393,0.67,FO,A,购物中心,311,T3,92,9
0.7,0.46,0.76,85,9.2,132092.21,315,4147.23,1600020.35,4,10920,0.68,FO,A,购物中心,311,T3,92,9
0.69,0.48,4.73,85,9.6,198455.56,298,12520.05,1600020.35,3,16595,0.63,FO,A,购物中心,311,T3,92,9
0.69,0.46,2.16,85,9.5,146020.23,284,20897.37,1600020.35,3,14695,0.66,FO,A,购物中心,311,T3,92,9
0.69,0.49,1.74,84,9.7,227745.68,269,17597.31,1600020.35,7,14511,0.64,FO,A,购物中心,311,T3,92,9
0.69,0.47,2.55,84,9.7,146256.93,271,17376.74,1600020.35,6,14216,0.65,FO,A,购物中心,311,T3,92,9
0.67,0.4,0.97,84,9.6,120121.77,242,21255.37,1600020.35,4,14166,0.61,FO,A,购物中心,311,T3,92,9
0.69,0.47,1,88,9.6,146175.05,257,12408.1,1600020.35,13,14938,0.64,FO,A,购物中心,311,T3,92,9
0.67,0.42,1.14,88,9.5,136874.66,265,14171.46,1600020.35,10,12241,0.61,FO,A,购物中心,311,T3,92,9
0.7,0.47,0.33,88,9.4,148307.56,293,16142.33,1600020.35,9,13582,0.65,FO,A,购物中心,311,T3,92,9
0.7,0.5,0.48,85,9.7,217735.38,310,23814.8,1600020.35,5,31571,0.64,FO,A,购物中心,311,T3,92,9
0.65,0.39,0.48,85,9.6,122879.21,311,18947.43,1600020.35,7,13668,0.63,FO,A,购物中心,311,T3,92,9
0.64,0.36,0.12,85,9.6,97241.54,319,19939.05,1600020.35,11,21332,0.57,FO,A,购物中心,311,T3,92,9
0.67,0.45,0.05,82,9.6,138745.03,325,15703.71,1600020.35,6,16719,0.59,FO,A,购物中心,311,T3,92,9
0.62,0.39,-0.18,82,9.6,163157.63,306,14571.37,1600020.35,6,14238,0.57,FO,A,购物中心,311,T3,92,9
0.63,0.41,-0.16,82,16.5,123415.01,299,17013.95,1600020.35,12,13915,0.62,FO,A,购物中心,311,T3,92,9
0.64,0.41,-0.19,88,7.6,185201.06,274,14030.64,1600020.35,7,24597,0.59,FO,A,购物中心,311,T3,92,9
0.63,0.36,-0.25,88,9.6,110222.07,251,20433.72,1600020.35,12,14979,0.58,FO,A,购物中心,311,T3,92,9
0.6,0.32,-0.17,88,9.6,99284.15,240,15768.29,1600020.35,7,7915,0.53,FO,A,购物中心,311,T3,92,9
0.56,0.31,-0.34,88,10,96646.45,217,19193.5,1600020.35,6,13793,0.48,FO,A,购物中心,311,T3,92,9
0.54,0.31,-0.09,88,10,124422.08,244,12797.79,1600020.35,4,11542,0.47,FO,A,购物中心,311,T3,92,9
0.52,0.26,-0.33,70,10,99310.91,227,13633.36,1600020.35,11,9316,0.45,FO,A,购物中心,311,T3,92,9
0.59,0.38,-0.18,70,10,179722.55,265,16632.23,1600020.35,10,8139,0.54,FO,A,购物中心,311,T3,92,9
0.52,0.3,0.18,70,13.5,144541.1,258,0,1600020.35,17,5878,0.47,FO,A,购物中心,311,T3,92,9
0.55,0.08,-0.04,70,10.5,93111.03,254,8097.73,1600020.35,5,11232,0.43,FO,A,购物中心,311,T3,92,9
0.54,0.33,0.06,70,9.6,147317.93,286,0,1600020.35,14,7990,0.51,FO,A,购物中心,311,T3,92,9
0.51,0.2,-0.62,71,9.8,62406.88,280,13987.21,1600020.35,11,14673,0.48,FO,A,购物中心,311,T3,92,9
0.51,0.25,-0.34,80,10,81346.4,278,6672.66,1600020.35,15,19074,0.5,FO,A,购物中心,311,T3,92,9
0.55,0.36,-0.28,80,10.1,133990.67,247,9660.77,1600020.35,12,8298,0.53,FO,A,购物中心,311,T3,92,9
0.54,0.19,-0.47,79,10,58700.9,260,11615.18,1600020.35,9,8047,0.53,FO,A,购物中心,311,T3,92,9
0.7,0.47,1.17,82,7.3,83404.91,271,0,663063.43,0,0,0.66,FO,A,购物中心,238,T2,108,12
0.68,0.44,1.07,82,7.3,79690.17,257,2373.4,663063.43,0,0,0.65,FO,A,购物中心,238,T2,108,12
0.63,0.41,2.44,82,7.4,132453.42,236,0,663063.43,0,0,0.55,FO,A,购物中心,238,T2,108,12
0.69,0.45,2.22,82,7.5,124173.36,288,0,663063.43,2,12255,0.65,FO,A,购物中心,238,T2,108,12
0.66,0.39,0.7,82,7.3,65453.99,298,0,663063.43,6,5255,0.64,FO,A,购物中心,238,T2,108,12
0.67,0.4,0.84,87,7.3,71017.66,312,6100,663063.43,6,18393,0.65,FO,A,购物中心,238,T2,108,12
0.67,0.43,0.29,87,7.4,111025.07,294,0,663063.43,4,10920,0.65,FO,A,购物中心,238,T2,108,12
0.69,0.47,2.06,87,7.4,171120.3,280,0,663063.43,3,16595,0.63,FO,A,购物中心,238,T2,108,12
0.64,0.41,1.19,85,7.4,123212.82,232,0,663063.43,3,14695,0.59,FO,A,购物中心,238,T2,108,12
0.68,0.46,0.45,85,7.4,155754.07,250,0,663063.43,7,14511,0.64,FO,A,购物中心,238,T2,108,12
0.68,0.43,0.76,85,7.4,99789.85,257,40,663063.43,6,14216,0.65,FO,A,购物中心,238,T2,108,12
0.68,0.42,0.52,86,7.4,103004.86,244,314,663063.43,4,14166,0.62,FO,A,购物中心,238,T2,108,12
0.69,0.44,0.48,86,7.4,123218.25,258,80,663063.43,13,14938,0.65,FO,A,购物中心,238,T2,108,12
0.66,0.38,-0.08,86,7.3,73001.1,267,304.4,663063.43,10,12241,0.63,FO,A,购物中心,238,T2,108,12
0.63,0.41,0.56,85,7.4,206396.57,276,0,663063.43,9,13582,0.56,FO,A,购物中心,238,T2,108,12
0.7,0.48,0.6,85,7.8,198756.83,309,8000,663063.43,5,31571,0.65,FO,A,购物中心,238,T2,108,12
0.65,0.4,0.96,85,7.4,128243.79,319,190.48,663063.43,7,13668,0.62,FO,A,购物中心,238,T2,108,12
0.65,0.34,0.27,82,7.3,89824.27,307,7415.92,663063.43,11,21332,0.61,FO,A,购物中心,238,T2,108,12
0.66,0.42,0.19,82,7.4,132331.71,302,0,663063.43,6,16719,0.59,FO,A,购物中心,238,T2,108,12
0.61,0.38,0.11,82,7.4,190150.2,293,0,663063.43,6,14238,0.58,FO,A,购物中心,238,T2,108,12
0.61,0.37,0.42,87,7.4,174743.08,285,80,663063.43,12,13915,0.6,FO,A,购物中心,238,T2,108,12
0.64,0.41,0.04,87,7.4,162553.95,281,0,663063.43,7,24597,0.61,FO,A,购物中心,238,T2,108,12
0.63,0.36,0.02,87,7.3,101468.91,265,2534.87,663063.43,12,14979,0.6,FO,A,购物中心,238,T2,108,12
0.58,0.3,-0.2,85,7.3,82403.18,248,2047.52,663063.43,7,7915,0.54,FO,A,购物中心,238,T2,108,12
0.6,0.32,-0.31,85,7.3,85026.74,253,139.28,663063.43,6,13793,0.56,FO,A,购物中心,238,T2,108,12
0.58,0.3,0.55,85,7.3,112948.8,267,3266.83,663063.43,4,11542,0.54,FO,A,购物中心,238,T2,108,12
0.58,0.36,0.08,92,7.4,223220.46,277,1500,663063.43,11,9316,0.53,FO,A,购物中心,238,T2,108,12
0.55,0.29,-0.26,92,6.7,146579.99,279,14135.52,663063.43,10,8139,0.53,FO,A,购物中心,238,T2,108,12
0.47,0.23,0.17,92,7.4,150285.2,250,0,663063.43,17,5878,0.44,FO,A,购物中心,238,T2,108,12
0.59,0.26,0.05,99,8,94030.22,340,14871.09,663063.43,5,11232,0.54,FO,A,购物中心,238,T2,108,12
0.54,0.32,0.3,99,7.4,171486.05,334,0,663063.43,14,7990,0.54,FO,A,购物中心,238,T2,108,12
0.56,0.3,-0.51,100,7.3,93092.69,325,42,663063.43,11,14673,0.57,FO,A,购物中心,238,T2,108,12
0.54,0.28,-0.41,89,7.4,103984.22,296,0,663063.43,15,19074,0.55,FO,A,购物中心,238,T2,108,12
0.48,0.25,0.18,89,7.2,191271.41,213,0,663063.43,12,8298,0.46,FO,A,购物中心,238,T2,108,12
0.5,0.13,-0.36,91,7.3,64556.2,257,10119.34,663063.43,9,8047,0.51,FO,A,购物中心,238,T2,108,12
0.7,0.46,0.91,72,7.6,83479.59,273,0,1388080.94,0,0,0.65,FO,A+,购物中心,333,T2,93,16
0.67,0.36,0.73,72,7.5,75771.1,256,6960.8,1388080.94,0,0,0.64,FO,A+,购物中心,333,T2,93,16
0.68,0.42,1.03,72,7.5,88795.83,256,0,1388080.94,0,0,0.65,FO,A+,购物中心,333,T2,93,16
0.69,0.45,1.67,72,7.6,116765.17,289,0,1388080.94,2,12255,0.66,FO,A+,购物中心,333,T2,93,16
0.69,0.43,0.96,72,7.4,85737.07,321,5284.09,1388080.94,6,5255,0.66,FO,A+,购物中心,333,T2,93,16
0.69,0.48,1.41,73,10.3,105305.93,322,26614.95,1388080.94,6,18393,0.67,FO,A+,购物中心,333,T2,93,16
0.67,0.41,-0.11,73,6,106465.87,307,0,1388080.94,4,10920,0.67,FO,A+,购物中心,333,T2,93,16
0.69,0.49,1.94,73,8.2,172528.69,299,15197.62,1388080.94,3,16595,0.64,FO,A+,购物中心,333,T2,93,16
0.68,0.45,1.88,75,8.2,124750.11,262,27604.64,1388080.94,3,14695,0.67,FO,A+,购物中心,333,T2,93,16
0.69,0.47,0.93,75,7.9,204855.63,249,22502.01,1388080.94,7,14511,0.64,FO,A+,购物中心,333,T2,93,16
0.69,0.44,0.73,75,6.8,117913.7,266,25427.26,1388080.94,6,14216,0.66,FO,A+,购物中心,333,T2,93,16
0.68,0.41,0.54,70,7.5,101564.74,257,25043.07,1388080.94,4,14166,0.63,FO,A+,购物中心,333,T2,93,16
0.68,0.46,0.77,70,7.6,147564.48,266,16793.31,1388080.94,13,14938,0.65,FO,A+,购物中心,333,T2,93,16
0.66,0.43,1.24,70,7.6,169900.85,263,21433.29,1388080.94,10,12241,0.63,FO,A+,购物中心,333,T2,93,16
0.67,0.45,1.05,72,7.6,182387.29,288,30617.28,1388080.94,9,13582,0.66,FO,A+,购物中心,333,T2,93,16
0.69,0.48,1.06,72,7.5,240876.7,310,38584.08,1388080.94,5,31571,0.65,FO,A+,购物中心,333,T2,93,16
0.65,0.47,1.62,72,11.3,224773.45,317,33563.8,1388080.94,7,13668,0.63,FO,A+,购物中心,333,T2,93,16
0.64,0.35,0.59,72,4.9,167737.59,318,-0.31,1388080.94,11,21332,0.59,FO,A+,购物中心,333,T2,93,16
0.66,0.44,0.94,72,7.6,206577.64,320,26559.91,1388080.94,6,16719,0.6,FO,A+,购物中心,333,T2,93,16
0.62,0.39,0.39,72,7.6,240182.1,310,32007.68,1388080.94,6,14238,0.59,FO,A+,购物中心,333,T2,93,16
0.66,0.4,0.4,73,7.6,174129.98,327,38353.19,1388080.94,12,13915,0.69,FO,A+,购物中心,333,T2,93,16
0.66,0.45,0.13,73,7.6,231121.98,276,29880.17,1388080.94,7,24597,0.65,FO,A+,购物中心,333,T2,93,16
0.65,0.4,0.12,73,7.6,132086.61,264,35858.13,1388080.94,12,14979,0.63,FO,A+,购物中心,333,T2,93,16
0.6,0.35,0.08,72,7.5,109494.19,241,26310.49,1388080.94,7,7915,0.58,FO,A+,购物中心,333,T2,93,16
0.61,0.35,-0.26,72,7.5,109005.97,237,17670.74,1388080.94,6,13793,0.58,FO,A+,购物中心,333,T2,93,16
0.58,0.34,-0.26,72,7.6,126143.21,259,21352.05,1388080.94,4,11542,0.53,FO,A+,购物中心,333,T2,93,16
0.56,0.34,-0.16,86,7.6,153512.07,251,22417.99,1388080.94,11,9316,0.53,FO,A+,购物中心,333,T2,93,16
0.61,0.37,-0.12,86,7.6,212724.84,295,31431.24,1388080.94,10,8139,0.58,FO,A+,购物中心,333,T2,93,16
0.58,0.33,-0.38,86,6.8,140127.31,314,0,1388080.94,17,5878,0.57,FO,A+,购物中心,333,T2,93,16
0.57,0.27,-0.19,99,7.1,135828.91,286,7037.73,1388080.94,5,11232,0.49,FO,A+,购物中心,333,T2,93,16
0.52,0.31,0.13,99,7.3,234092.13,281,0,1388080.94,14,7990,0.5,FO,A+,购物中心,333,T2,93,16
0.59,0.33,-0.53,100,6.7,113429.84,330,0,1388080.94,11,14673,0.6,FO,A+,购物中心,333,T2,93,16
0.57,0.31,-0.31,96,7.1,120377.09,295,0,1388080.94,15,19074,0.59,FO,A+,购物中心,333,T2,93,16
0.61,0.38,-0.38,96,6.9,142910.38,256,0,1388080.94,12,8298,0.63,FO,A+,购物中心,333,T2,93,16
0.54,0.22,-0.39,95,6.4,80969.6,255,0,1388080.94,9,8047,0.55,FO,A+,购物中心,333,T2,93,16
0.71,0.49,2.07,86,7.9,64780.25,276,0,323005.15,0,0,0.67,FO,A+,购物中心,152,T2,68,9
0.69,0.44,1.75,86,7.9,58167.33,260,6935.35,323005.15,0,0,0.66,FO,A+,购物中心,152,T2,68,9
0.69,0.46,2.21,86,7.8,67861.16,265,0,323005.15,0,0,0.66,FO,A+,购物中心,152,T2,68,9
0.7,0.48,4.03,86,8,106122.41,290,0,323005.15,2,12255,0.66,FO,A+,购物中心,152,T2,68,9
0.67,0.38,1.41,86,7.9,50831.62,283,4948.49,323005.15,6,5255,0.64,FO,A+,购物中心,152,T2,68,9
0.68,0.43,2.43,88,8.1,72428.68,306,13707,323005.15,6,18393,0.66,FO,A+,购物中心,152,T2,68,9
0.68,0.43,0.18,88,7.1,89764.48,294,0,323005.15,4,10920,0.66,FO,A+,购物中心,152,T2,68,9
0.68,0.49,2.98,88,8.9,131520.51,295,0,323005.15,3,16595,0.64,FO,A+,购物中心,152,T2,68,9
0.68,0.44,1.26,84,8.1,110915.95,267,0,323005.15,3,14695,0.66,FO,A+,购物中心,152,T2,68,9
0.69,0.5,1.59,84,8.2,198221.9,251,0,323005.15,7,14511,0.64,FO,A+,购物中心,152,T2,68,9
0.69,0.47,1.3,84,8.2,104669.82,258,0,323005.15,6,14216,0.65,FO,A+,购物中心,152,T2,68,9
0.67,0.44,0.71,88,8.1,93943.58,242,332,323005.15,4,14166,0.62,FO,A+,购物中心,152,T2,68,9
0.68,0.47,0.75,88,8,113638.12,251,0,323005.15,13,14938,0.64,FO,A+,购物中心,152,T2,68,9
0.67,0.43,0.88,88,8,109447.87,250,288,323005.15,10,12241,0.63,FO,A+,购物中心,152,T2,68,9
0.67,0.47,1.42,86,8.1,164111.5,265,0,323005.15,9,13582,0.62,FO,A+,购物中心,152,T2,68,9
0.7,0.51,1.03,86,8.5,215028.43,306,7973.81,323005.15,5,31571,0.66,FO,A+,购物中心,152,T2,68,9
0.63,0.41,1.46,86,8.1,124954.28,311,252.2,323005.15,7,13668,0.6,FO,A+,购物中心,152,T2,68,9
0.63,0.38,0.43,86,8.2,103724.91,318,8543.56,323005.15,11,21332,0.59,FO,A+,购物中心,152,T2,68,9
0.67,0.42,1.25,86,5.6,202011.08,316,0,323005.15,6,16719,0.59,FO,A+,购物中心,152,T2,68,9
0.62,0.46,0.54,86,15.2,202204.89,301,14000,323005.15,6,14238,0.59,FO,A+,购物中心,152,T2,68,9
0.65,0.43,0.26,88,8.1,139754.11,312,0,323005.15,12,13915,0.66,FO,A+,购物中心,152,T2,68,9
0.65,0.47,-0.03,88,8.3,192186.2,274,0,323005.15,7,24597,0.64,FO,A+,购物中心,152,T2,68,9
0.64,0.42,0.23,88,8.2,128453.32,269,1340.68,323005.15,12,14979,0.61,FO,A+,购物中心,152,T2,68,9
0.61,0.32,0.13,87,5.5,106125.33,250,3327.69,323005.15,7,7915,0.57,FO,A+,购物中心,152,T2,68,9
0.61,0.34,-0.21,87,7.5,89884.42,234,0,323005.15,6,13793,0.55,FO,A+,购物中心,152,T2,68,9
0.57,0.33,0.39,87,7.5,152154.53,250,4796.82,323005.15,4,11542,0.5,FO,A+,购物中心,152,T2,68,9
0.52,0.28,-0.31,87,7.3,112662.18,238,0,323005.15,11,9316,0.48,FO,A+,购物中心,152,T2,68,9
0.59,0.36,-0.03,87,7.5,209684.19,271,5705.7,323005.15,10,8139,0.54,FO,A+,购物中心,152,T2,68,9
0.54,0.3,-0.12,87,7.5,109462.78,281,0,323005.15,17,5878,0.5,FO,A+,购物中心,152,T2,68,9
0.59,0.3,0.33,88,7.6,138158.31,340,5277.73,323005.15,5,11232,0.52,FO,A+,购物中心,152,T2,68,9
0.52,0.32,0.21,88,7.7,244658.56,307,0,323005.15,14,7990,0.52,FO,A+,购物中心,152,T2,68,9
0.57,0.31,-0.4,89,7.3,121407.55,319,0,323005.15,11,14673,0.56,FO,A+,购物中心,152,T2,68,9
0.56,0.32,-0.14,100,7.5,119697.51,307,0,323005.15,15,19074,0.56,FO,A+,购物中心,152,T2,68,9
0.59,0.38,-0.26,100,8.4,142569.82,275,0,323005.15,12,8298,0.59,FO,A+,购物中心,152,T2,68,9
0.53,0.24,-0.28,95,7.7,92063.87,263,0,323005.15,9,8047,0.54,FO,A+,购物中心,152,T2,68,9
0.71,0.46,0.9,97,7.5,81282.91,283,14652.34,1390757.76,0,0,0.68,FO,A+,街铺,348,T2,68,14
0.69,0.42,0.64,97,7.5,70264.9,255,18381.54,1390757.76,0,0,0.65,FO,A+,街铺,348,T2,68,14
0.69,0.44,0.89,97,7.5,80935.9,261,19581.44,1390757.76,0,0,0.65,FO,A+,街铺,348,T2,68,14
0.69,0.45,1.66,97,7.6,113974.18,318,19312.12,1390757.76,2,12255,0.67,FO,A+,街铺,348,T2,68,14
0.66,0.39,0.36,97,7.5,58402.81,320,6200,1390757.76,6,5255,0.65,FO,A+,街铺,348,T2,68,14
0.68,0.36,0.52,99,7.6,65083.76,325,39639.11,1390757.76,6,18393,0.65,FO,A+,街铺,348,T2,68,14
0.69,0.45,0.19,99,7.5,105887.97,308,0,1390757.76,4,10920,0.67,FO,A+,街铺,348,T2,68,14
0.7,0.47,1.61,99,7.4,132459.65,303,11030.39,1390757.76,3,16595,0.66,FO,A+,街铺,348,T2,68,14
0.69,0.45,1.28,100,7.5,109149.33,268,22456.54,1390757.76,3,14695,0.68,FO,A+,街铺,348,T2,68,14
0.69,0.47,1.2,100,7.6,204783.94,275,31044.15,1390757.76,7,14511,0.66,FO,A+,街铺,348,T2,68,14
0.7,0.46,1.7,100,7.6,113621.17,283,29050.04,1390757.76,6,14216,0.68,FO,A+,街铺,348,T2,68,14
0.68,0.41,0.9,99,7.6,111136.31,276,37394.32,1390757.76,4,14166,0.64,FO,A+,街铺,348,T2,68,14
0.69,0.46,0.47,99,7.6,119431.03,278,35562.87,1390757.76,13,14938,0.66,FO,A+,街铺,348,T2,68,14
0.68,0.43,0.59,99,7.6,111400.25,274,28712.5,1390757.76,10,12241,0.65,FO,A+,街铺,348,T2,68,14
0.69,0.48,0.63,99,7.5,131589.91,309,0,1390757.76,9,13582,0.67,FO,A+,街铺,348,T2,68,14
0.7,0.48,0.78,99,7.7,202301.66,325,58965.04,1390757.76,5,31571,0.67,FO,A+,街铺,348,T2,68,14
0.66,0.45,0.59,99,13.3,92584.86,343,36245.91,1390757.76,7,13668,0.65,FO,A+,街铺,348,T2,68,14
0.65,0.23,0.03,97,4.4,67062.38,361,49923.82,1390757.76,11,21332,0.63,FO,A+,街铺,348,T2,68,14
0.68,0.45,0.4,97,7.1,148467.05,336,23736.34,1390757.76,6,16719,0.62,FO,A+,街铺,348,T2,68,14
0.64,0.4,0.28,97,7,169138.02,313,19777.53,1390757.76,6,14238,0.61,FO,A+,街铺,348,T2,68,14
0.65,0.34,-0.17,99,7,90566.13,328,36972.28,1390757.76,12,13915,0.68,FO,A+,街铺,348,T2,68,14
0.65,0.42,0.34,99,7.1,273715.91,267,41252.33,1390757.76,7,24597,0.64,FO,A+,街铺,348,T2,68,14
0.65,0.36,0.4,99,7.1,159455.48,268,26033.57,1390757.76,12,14979,0.65,FO,A+,街铺,348,T2,68,14
0.61,0.23,0.24,98,7.1,137365.83,248,107461.09,1390757.76,7,7915,0.58,FO,A+,街铺,348,T2,68,14
0.64,0.37,0.12,98,7,133752.21,252,0,1390757.76,6,13793,0.62,FO,A+,街铺,348,T2,68,14
0.58,0.29,0.8,98,7,200161.64,271,67302.75,1390757.76,4,11542,0.53,FO,A+,街铺,348,T2,68,14
0.55,0.29,0.14,97,7,149612.84,262,0,1390757.76,11,9316,0.5,FO,A+,街铺,348,T2,68,14
0.59,0.31,0.29,97,7,260092.44,294,148062.03,1390757.76,10,8139,0.54,FO,A+,街铺,348,T2,68,14
0.57,0.23,0.36,97,7,126299.53,305,86132.23,1390757.76,17,5878,0.55,FO,A+,街铺,348,T2,68,14
0.61,0.22,0.86,96,7,124868.09,380,33742.2,1390757.76,5,11232,0.55,FO,A+,街铺,348,T2,68,14
0.52,0.29,0.79,96,7.1,265339.65,316,0,1390757.76,14,7990,0.52,FO,A+,街铺,348,T2,68,14
0.59,0.28,-0.24,97,6.9,128024.63,325,53981.48,1390757.76,11,14673,0.59,FO,A+,街铺,348,T2,68,14
0.58,0.27,0.8,88,7,163294.89,296,24220,1390757.76,15,19074,0.58,FO,A+,街铺,348,T2,68,14
0.6,0.34,-0.27,88,6.9,199855.29,254,33563.74,1390757.76,12,8298,0.61,FO,A+,街铺,348,T2,68,14
0.59,0.13,-0.44,89,7.1,89197.2,264,50637.74,1390757.76,9,8047,0.6,FO,A+,街铺,348,T2,68,14
0.67,0.39,2.1,92,100.8,36467.64,234,10741.03,441779.5,0,0,0.62,FO,B,购物中心,252,T2,51,7
0.68,0.41,2.34,92,86.2,39325.52,232,18292.09,441779.5,0,0,0.64,FO,B,购物中心,252,T2,51,7
0.68,0.44,2.81,92,49.1,44794.99,236,10913.84,441779.5,0,0,0.65,FO,B,购物中心,252,T2,51,7
0.7,0.53,5.37,92,132.1,74922.47,264,11473.59,441779.5,2,12255,0.65,FO,B,购物中心,252,T2,51,7
0.69,0.43,2.22,92,77.3,37820.15,283,9833.89,441779.5,6,5255,0.66,FO,B,购物中心,252,T2,51,7
0.63,0.38,2.31,95,87.5,38897.68,279,21810.68,441779.5,6,18393,0.61,FO,B,购物中心,252,T2,51,7
0.66,0.47,0.31,95,59.8,53970.21,279,1258.97,441779.5,4,10920,0.64,FO,B,购物中心,252,T2,51,7
0.64,0.52,2.51,95,153.7,87838.71,264,3357.15,441779.5,3,16595,0.57,FO,B,购物中心,252,T2,51,7
0.68,0.52,1.19,96,93,68561.42,270,6148.71,441779.5,3,14695,0.66,FO,B,购物中心,252,T2,51,7
0.68,0.57,1.97,96,214.7,130979.23,232,5374.89,441779.5,7,14511,0.64,FO,B,购物中心,252,T2,51,7
0.65,0.47,1.04,96,13.2,65130.49,234,7381.71,441779.5,6,14216,0.6,FO,B,购物中心,252,T2,51,7
0.65,0.41,0.65,92,13.1,59335.77,228,6482.89,441779.5,4,14166,0.6,FO,B,购物中心,252,T2,51,7
0.67,0.49,0.94,92,12.7,70775.2,230,4154.97,441779.5,13,14938,0.62,FO,B,购物中心,252,T2,51,7
0.66,0.4,0.7,92,12.5,66969.93,231,4832.66,441779.5,10,12241,0.6,FO,B,购物中心,252,T2,51,7
0.68,0.49,0.79,94,12.6,80372.21,256,5351.04,441779.5,9,13582,0.64,FO,B,购物中心,252,T2,51,7
0.69,0.51,0.49,94,13.2,111827.58,280,15136.53,441779.5,5,31571,0.65,FO,B,购物中心,252,T2,51,7
0.63,0.4,0.72,94,12.9,65038.47,288,7093.93,441779.5,7,13668,0.61,FO,B,购物中心,252,T2,51,7
