学号,课程名称,学分,平时成绩,期中成绩,期末成绩,实验成绩,总评成绩,备注,折算成绩,补考成绩,补考成绩备注,重修成绩,绩点,课程性质,课程归属,重修标记,选课课号,学年
1148,高等数学(2),5,87.5,,95,NA,92,,92,NA,,NA,4.2,专业必修课,,0,(2012-2013-2)-10405004-05010045-1,2012-2013
1148,金庸武侠小说研究,2,80,,77,NA,78,,78,NA,,NA,NA,公共任选课,历史与文学,0,(2013-2014-1)-10000035-10030235-1,2013-2014
1148,大学物理实验,1,,,,70,70,,70,NA,,NA,2,实践课,,0,(2013-2014-1)-10401003-05010027-2,2013-2014
1148,大学物理(2),2,70,,72,NA,71,,71,NA,,NA,2.1,专业限选课,,0,(2013-2014-1)-10402002-05010027-2,2013-2014
1148,大学英语（五）,4,89,,71,NA,80,,80,NA,,NA,3,公共必修课,,0,(2013-2014-1)-10304113-02010018-1,2013-2014
1148,毛泽东思想和中国特色社会主义理论体系概论,4,89,,81,NA,84,,84,NA,,NA,3.4,公共必修课,,0,(2013-2014-1)-10904098-06010003-1,2013-2014
1148,形势与政策,0.5,,,85,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2013-2014-1)-30900584-08080001-5,2013-2014
1148,面向对象程序设计(C++),3,100,,76,NA,86,,86,NA,,NA,3.6,专业限选课,,0,(2013-2014-1)-10403017-05010002-1,2013-2014
1148,物联网概论,2,85,,86,NA,86,,86,NA,,NA,3.6,公共必修课,,0,(2013-2014-1)-10402047-05010053-1,2013-2014
1148,面向对象程序设计课程设计,1.5,,,,87,87,,87,NA,,NA,3.7,实践课,,0,(2013-2014-1)-10401512-05010002-2,2013-2014
1148,概率论与数理统计,3,92,,91,NA,91,,91,NA,,NA,4.1,专业限选课,,0,(2013-2014-1)-10403009-07010001-2,2013-2014
1148,电子电工实习,1,,,,93,93,,93,NA,,NA,4.3,实践课,,0,(2013-2014-1)-10401005-05010021-1,2013-2014
1148,模拟电子技术,3,96,,90,NA,93,,93,NA,,NA,4.3,专业限选课,,0,(2013-2014-1)-10403018-05010071-2,2013-2014
1148,田径,2,92,0,100,0,98,,98,NA,,NA,4.8,公共必修课,,0,(2013-2014-1)-09-08010029-6,2013-2014
1148,网球鉴赏与实训,2,83,,64,NA,72,,72,NA,,NA,NA,公共任选课,健康与生活,0,(2013-2014-2)-30902003-10080003-1,2013-2014
1148,中国近代史纲要,2,90,,55,NA,69,,69,NA,,NA,1.9,公共必修课,,0,(2013-2014-2)-10902098-03010013-2,2013-2014
1148,大学英语（四）,4,94,,62,NA,78,,78,NA,,NA,2.8,公共必修课,,0,(2013-2014-2)-10304104-02010018-2,2013-2014
1148,田径,2,80,,79,NA,80,,80,NA,,NA,3,公共必修课,,0,(2013-2014-2)-09-08010029-2,2013-2014
1148,Linux程序设计,4,85,,80,NA,82,,82,NA,,NA,3.2,专业必修课,,0,(2013-2014-2)-10404012-05010015-1,2013-2014
1148,计算机网络基础,4,95,,79,NA,85,,85,NA,,NA,3.5,专业必修课,,0,(2013-2014-2)-10404056-05010009-1,2013-2014
1148,数学实验,1,88,,97,NA,92.5,,92.5,NA,,NA,4.25,专业任选课,,0,(2013-2014-2)-10401002-07010030-2,2013-2014
1148,数字逻辑,3,97.5,,94,NA,95,,95,NA,,NA,4.5,专业必修课,,0,(2013-2014-2)-10403019-05010021-1,2013-2014
1148,MySQL数据库,3,100,,94,NA,96,,96,NA,,NA,4.6,专业必修课,,0,(2013-2014-2)-10403062-05010028-1,2013-2014
1148,音视频处理,2,70,,75,NA,73,,73,NA,,NA,2.3,专业必修课,,0,(2014-2015-1)-10402072-05010043-1,2014-2015
1148,传感器技术与应用,2.5,80,,78,NA,79,,79,NA,,NA,2.9,专业必修课,,0,(2014-2015-1)-10402599-20131202-1,2014-2015
1148,单片机技术,3,76,,85,NA,81,,81,NA,,NA,3.1,专业必修课,,0,(2014-2015-1)-10403016-05080001-3,2014-2015
1148,短距离无线通信技术,2.5,81,,83,NA,82,,82,NA,,NA,3.2,专业必修课,,0,(2014-2015-1)-10402596-05010005-1,2014-2015
1148,RFID技术与应用,2.5,83,,83,NA,83,,83,NA,,NA,3.3,专业必修课,,0,(2014-2015-1)-10402598-05010005-1,2014-2015
1148,图像处理技术,2,85,,84,NA,84,,84,NA,,NA,3.4,专业必修课,,0,(2014-2015-1)-10400503-05010044-1,2014-2015
1148,嵌入式程序设计,4.5,85,,84,NA,85,,85,NA,,NA,3.5,专业必修课,,0,(2014-2015-1)-10402597-05080001-1,2014-2015
1148,数据获取与处理嵌入式程序开发,2,,,85,NA,85,,85,NA,,NA,3.5,实践课,,0,(2014-2015-1)-10411113-05080001-1,2014-2015
1148,可视化程序设计,1.5,,,86,NA,86,,86,NA,,NA,3.6,实践课,,0,(2014-2015-2)-10401524-05080001-1,2014-2015
1148,可视化程序设计(QT),3.5,86,85,86,NA,86,,86,NA,,NA,3.6,专业必修课,,0,(2014-2015-2)-10403502-05010052-1,2014-2015
1148,动画制作技术,2,90,,85,NA,87,,87,NA,,NA,3.7,专业任选课,,0,(2014-2015-2)-10400501-05010044-2,2014-2015
1148,无线传感器网络,2.5,90,,90,NA,90,,90,NA,,NA,4,专业必修课,,0,(2014-2015-2)-10403020-05080001-2,2014-2015
1148,物联网通信与组网技术,3,90,,90,NA,90,,90,NA,,NA,4,专业必修课,,0,(2014-2015-2)-10403097-05080001-1,2014-2015
1148,岗前培训,3,,,80,NA,80,,80,NA,,NA,3,专业必修课,,0,(2015-2016-1)-10403085-05010017-1,2015-2016
1148,毕业设计,6,,,82.4,NA,82,,82,NA,,NA,3.2,实践课,,0,(2015-2016-1)-10021007-05080001-1,2015-2016
1148,职业方向培训,5,,,85,NA,85,,85,NA,,NA,3.5,专业必修课,,0,(2015-2016-1)-10404092-20140705-1,2015-2016
1150,形势与政策,0.5,,,,NA,65,,65,NA,,NA,1.5,公共必修课,,NA,(2012-2013-1)-03132092-49196,2012-2013
1150,大学英语,4,,,,NA,76.5,,76.5,NA,,NA,2.65,公共课,,NA,(2012-2013-1)-04132060-49197,2012-2013
1150,线性代数,3,,,,NA,78.3,,78.3,NA,,NA,2.83,专业基础课,,NA,(2012-2013-1)-07132103-49201,2012-2013
1150,程序设计基础(C语言),4,,,,NA,83.2,,83.2,NA,,NA,3.32,专业必修课,,NA,(2012-2013-1)-05011049-49198,2012-2013
1150,计算机导论,2,,,,NA,85,,85,NA,,NA,3.5,公共必修课,,NA,(2012-2013-1)-05132035-49199,2012-2013
1150,体育,1,,,,NA,85,,85,NA,,NA,3.5,专业基础课,,NA,(2012-2013-1)-08011003-49202,2012-2013
1150,马克思主义基本原理,2,,,,NA,88.6,,88.6,NA,,NA,3.86,公共基础课,,NA,(2012-2013-1)-03011001-49195,2012-2013
1150,心理健康教育,2,,,,NA,92,,92,NA,,NA,4.2,公共课,,NA,(2012-2013-1)-10332063-49204,2012-2013
1150,高等数学,5,,,,NA,92.4,,92.4,NA,,NA,4.24,专业基础课,,NA,(2012-2013-1)-07132016-49200,2012-2013
1150,公共体育,1,,,95,NA,95,,95,NA,,NA,4.5,公共基础课,公共体育必修,0,(2012-2013-2)-08132037-08010025-7,2012-2013
1150,古典音乐欣赏,2,85,92,83,NA,85,,85,NA,,NA,NA,公共任选课,跨文化选修,0,(2012-2013-2)-01132156-10030163-1,2012-2013
1150,大学英语(2),4,98,90,67.5,NA,81,,81,NA,,NA,3.1,公共必修课,,0,(2012-2013-2)-10304008-02010018-2,2012-2013
1150,新技术讲座(2),0.5,,,84,NA,84,,84,NA,,NA,3.4,专业必修课,,0,(2012-2013-2)-10400505-05010031-2,2012-2013
1150,程序设计基础项目,1.5,,,90,NA,90,,90,NA,,NA,4,实践课,,0,(2012-2013-2)-10401510-05010053-1,2012-2013
1150,大学物理(1),4,85,,70,NA,75,,75,NA,,NA,2.5,专业必修课,,0,(2012-2013-2)-10404005-05010027-3,2012-2013
1150,电路原理,2,97,,69,NA,77,,77,NA,,NA,2.7,专业必修课,,0,(2012-2013-2)-10402012-05080001-2,2012-2013
1150,数据结构,4,95,,73.5,NA,82,,82,NA,,NA,3.2,专业必修课,,0,(2012-2013-2)-10404010-05010037-2,2012-2013
1150,形势与政策,0.5,,,85,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2012-2013-2)-30900501-03010003-12,2012-2013
1150,思想道德修养与法律基础,2,95,,88,NA,91,,91,NA,,NA,4.1,公共必修课,,0,(2012-2013-2)-10902005-03010009-1,2012-2013
1150,离散数学,4,100,,88,NA,92,,92,NA,,NA,4.2,专业必修课,,0,(2012-2013-2)-10404008-07010013-1,2012-2013
1150,高等数学(2),5,95,,92,NA,93,,93,NA,,NA,4.3,专业必修课,,0,(2012-2013-2)-10405004-05010045-1,2012-2013
1150,实用PPT高级应用技巧,2,100,,84,NA,90,,90,NA,,NA,4,公共任选课,科学与技术,0,(2013-2014-1)-10000011-05010019-2,2013-2014
1150,大学英语（五）,4,94,,68,NA,81,,81,NA,,NA,3.1,公共必修课,,0,(2013-2014-1)-10304113-02010018-1,2013-2014
1150,大学物理(2),2,87,,78,NA,81,,81,NA,,NA,3.1,专业限选课,,0,(2013-2014-1)-10402002-05010027-2,2013-2014
1150,大学物理实验,1,,,,82,82,,82,NA,,NA,3.2,实践课,,0,(2013-2014-1)-10401003-05010027-2,2013-2014
1150,概率论与数理统计,3,100,,74,NA,84,,84,NA,,NA,3.4,专业限选课,,0,(2013-2014-1)-10403009-07010001-2,2013-2014
1150,形势与政策,0.5,,,85,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2013-2014-1)-30900584-08080001-5,2013-2014
1150,毛泽东思想和中国特色社会主义理论体系概论,4,95,,80,NA,86,,86,NA,,NA,3.6,公共必修课,,0,(2013-2014-1)-10904098-06010003-1,2013-2014
1150,模拟电子技术,3,96,,77,NA,87,,87,NA,,NA,3.7,专业限选课,,0,(2013-2014-1)-10403018-05010071-2,2013-2014
1150,物联网概论,2,85,,90,NA,88,,88,NA,,NA,3.8,公共必修课,,0,(2013-2014-1)-10402047-05010053-1,2013-2014
1150,排球,2,86,,92,NA,89,,89,NA,,NA,3.9,公共必修课,,0,(2013-2014-1)-11-08010027-9,2013-2014
1150,面向对象程序设计(C++),3,100,,81,NA,89,,89,NA,,NA,3.9,专业限选课,,0,(2013-2014-1)-10403017-05010002-1,2013-2014
1150,电子电工实习,1,,,,90,90,,90,NA,,NA,4,实践课,,0,(2013-2014-1)-10401005-05010021-1,2013-2014
1150,面向对象程序设计课程设计,1.5,,,,93,93,,93,NA,,NA,4.3,实践课,,0,(2013-2014-1)-10401512-05010002-2,2013-2014
1150,当代中国发展与信仰追求,2,,,85,NA,85,,85,NA,,NA,NA,公共任选课,经济与社会,0,(2013-2014-2)-10000040-10030104-1,2013-2014
1150,中国近代史纲要,2,88,,59,NA,71,,71,NA,,NA,2.1,公共必修课,,0,(2013-2014-2)-10902098-03010013-2,2013-2014
1150,大学英语（四）,4,96,,59,NA,78,,78,NA,,NA,2.8,公共必修课,,0,(2013-2014-2)-10304104-02010018-2,2013-2014
1150,计算机网络基础,4,100,,82,NA,89,,89,NA,,NA,3.9,专业必修课,,0,(2013-2014-2)-10404056-05010009-1,2013-2014
1150,Linux程序设计,4,100,,84,NA,90,,90,NA,,NA,4,专业必修课,,0,(2013-2014-2)-10404012-05010015-1,2013-2014
1150,数学实验,1,92,,92,NA,92,,92,NA,,NA,4.2,专业任选课,,0,(2013-2014-2)-10401002-07010030-2,2013-2014
1150,排球,2,92,,96,NA,94,,94,NA,,NA,4.4,公共必修课,,0,(2013-2014-2)-11-08010027-2,2013-2014
1150,MySQL数据库,3,100,,95,NA,97,,97,NA,,NA,4.7,专业必修课,,0,(2013-2014-2)-10403062-05010028-1,2013-2014
1150,数字逻辑,3,95,,100,NA,98,,98,NA,,NA,4.8,专业必修课,,0,(2013-2014-2)-10403019-05010021-1,2013-2014
1150,音视频处理,2,80,,90,NA,86,,86,NA,,NA,3.6,专业必修课,,0,(2014-2015-1)-10402072-05010043-1,2014-2015
1150,图像处理技术,2,90,,86,NA,88,,88,NA,,NA,3.8,专业必修课,,0,(2014-2015-1)-10400503-05010044-1,2014-2015
1150,单片机技术,3,95,,89,NA,92,,92,NA,,NA,4.2,专业必修课,,0,(2014-2015-1)-10403016-05080001-3,2014-2015
1150,嵌入式程序设计,4.5,95,,91,NA,93,,93,NA,,NA,4.3,专业必修课,,0,(2014-2015-1)-10402597-05080001-1,2014-2015
1150,数据获取与处理嵌入式程序开发,2,,,95,NA,95,,95,NA,,NA,4.5,实践课,,0,(2014-2015-1)-10411113-05080001-1,2014-2015
1150,传感器技术与应用,2.5,93,,98,NA,96,,96,NA,,NA,4.6,专业必修课,,0,(2014-2015-1)-10402599-20131202-1,2014-2015
1150,短距离无线通信技术,2.5,99,,95,NA,97,,97,NA,,NA,4.7,专业必修课,,0,(2014-2015-1)-10402596-05010005-1,2014-2015
1150,RFID技术与应用,2.5,99,,96,NA,97,,97,NA,,NA,4.7,专业必修课,,0,(2014-2015-1)-10402598-05010005-1,2014-2015
1150,可视化程序设计,1.5,,,90,NA,90,,90,NA,,NA,4,实践课,,0,(2014-2015-2)-10401524-05080001-1,2014-2015
1150,可视化程序设计(QT),3.5,90,88,92,NA,90,,90,NA,,NA,4,专业必修课,,0,(2014-2015-2)-10403502-05010052-1,2014-2015
1150,动画制作技术,2,100,,86,NA,92,,92,NA,,NA,4.2,专业任选课,,0,(2014-2015-2)-10400501-05010044-2,2014-2015
1150,无线传感器网络,2.5,95,,95,NA,95,,95,NA,,NA,4.5,专业必修课,,0,(2014-2015-2)-10403020-05080001-2,2014-2015
1150,物联网通信与组网技术,3,100,,95,NA,97,,97,NA,,NA,4.7,专业必修课,,0,(2014-2015-2)-10403097-05080001-1,2014-2015
1150,岗前培训,3,,,80,NA,80,,80,NA,,NA,3,专业必修课,,0,(2015-2016-1)-10403085-05010017-1,2015-2016
1150,职业方向培训,5,,,80,NA,80,,80,NA,,NA,3,专业必修课,,0,(2015-2016-1)-10404092-20140705-1,2015-2016
1150,毕业设计,6,,,82.9,NA,83,,83,NA,,NA,3.3,实践课,,0,(2015-2016-1)-10021007-05080001-1,2015-2016
1152,线性代数,3,,,,NA,60.2,,60.2,NA,,NA,1.02,专业基础课,,NA,(2012-2013-1)-07132103-49221,2012-2013
1152,形势与政策,0.5,,,,NA,65,,65,NA,,NA,1.5,公共必修课,,NA,(2012-2013-1)-03132092-49216,2012-2013
1152,大学英语,4,,,,NA,65,,65,NA,,NA,1.5,公共课,,NA,(2012-2013-1)-04132060-49217,2012-2013
1152,程序设计基础(C语言),4,,,,NA,68,,68,NA,,NA,1.8,专业必修课,,NA,(2012-2013-1)-05011049-49218,2012-2013
1152,高等数学,5,,,,NA,80.1,,80.1,NA,,NA,3.01,专业基础课,,NA,(2012-2013-1)-07132016-49220,2012-2013
1152,马克思主义基本原理,2,,,,NA,83.2,,83.2,NA,,NA,3.32,公共基础课,,NA,(2012-2013-1)-03011001-49215,2012-2013
1152,计算机导论,2,,,,NA,85,,85,NA,,NA,3.5,公共必修课,,NA,(2012-2013-1)-05132035-49219,2012-2013
1152,心理健康教育,2,,,,NA,91,,91,NA,,NA,4.1,公共课,,NA,(2012-2013-1)-10332063-49223,2012-2013
1152,体育,1,,,,NA,95,,95,NA,,NA,4.5,专业基础课,,NA,(2012-2013-1)-08011003-49222,2012-2013
1152,公共体育,1,,,81,NA,81,,81,NA,,NA,3.1,公共基础课,公共体育必修,0,(2012-2013-2)-08132037-08010004-7,2012-2013
1152,领导与管理艺术,2,90,,85,NA,86,,86,NA,,NA,NA,公共任选课,跨文化选修,0,(2012-2013-2)-10031006-03010030-2,2012-2013
1152,大学英语(2),4,85,85,63,NA,74,,74,NA,,NA,2.4,公共必修课,,0,(2012-2013-2)-10304008-02010018-2,2012-2013
1152,新技术讲座(2),0.5,,,83,NA,83,,83,NA,,NA,3.3,专业必修课,,0,(2012-2013-2)-10400505-05010031-2,2012-2013
1152,程序设计基础项目,1.5,,,84,NA,84,,84,NA,,NA,3.4,实践课,,0,(2012-2013-2)-10401510-05010053-1,2012-2013
1152,电路原理,2,93,,36,NA,53,,53,75,,NA,1,专业必修课,,0,(2012-2013-2)-10402012-05080001-2,2012-2013
1152,大学物理(1),4,84,,51,NA,61,,61,NA,,NA,1.1,专业必修课,,0,(2012-2013-2)-10404005-05010027-3,2012-2013
1152,数据结构,4,90,,60,NA,72,,72,NA,,NA,2.2,专业必修课,,0,(2012-2013-2)-10404010-05010037-2,2012-2013
1152,离散数学,4,100,,75,NA,83,,83,NA,,NA,3.3,专业必修课,,0,(2012-2013-2)-10404008-07010013-1,2012-2013
1152,形势与政策,0.5,,,85,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2012-2013-2)-30900501-03010003-12,2012-2013
1152,高等数学(2),5,92.5,,83,NA,87,,87,NA,,NA,3.7,专业必修课,,0,(2012-2013-2)-10405004-05010045-1,2012-2013
1152,思想道德修养与法律基础,2,95,,87,NA,90,,90,NA,,NA,4,公共必修课,,0,(2012-2013-2)-10902005-03010009-1,2012-2013
1152,Excel在经济管理中的应用,2,80,60,60,NA,64,,64,NA,,NA,NA,公共任选课,科学与技术,0,(2013-2014-1)-10000026-10030081-2,2013-2014
1152,面向对象程序设计(C++),3,100,,43,NA,66,,66,NA,,NA,1.6,专业限选课,,0,(2013-2014-1)-10403017-05010002-1,2013-2014
1152,大学英语（五）,4,93,,48,NA,71,,71,NA,,NA,2.1,公共必修课,,0,(2013-2014-1)-10304113-02010018-1,2013-2014
1152,模拟电子技术,3,90,,62,NA,76,,76,NA,,NA,2.6,专业限选课,,0,(2013-2014-1)-10403018-05010071-2,2013-2014
1152,概率论与数理统计,3,94,,69,NA,79,,79,NA,,NA,2.9,专业限选课,,0,(2013-2014-1)-10403009-07010001-2,2013-2014
1152,大学物理实验,1,,,,80,80,,80,NA,,NA,3,实践课,,0,(2013-2014-1)-10401003-05010027-2,2013-2014
1152,大学物理(2),2,80,,82,NA,81,,81,NA,,NA,3.1,专业限选课,,0,(2013-2014-1)-10402002-05010027-2,2013-2014
1152,面向对象程序设计课程设计,1.5,,,,82,82,,82,NA,,NA,3.2,实践课,,0,(2013-2014-1)-10401512-05010002-2,2013-2014
1152,毛泽东思想和中国特色社会主义理论体系概论,4,91,,76,NA,82,,82,NA,,NA,3.2,公共必修课,,0,(2013-2014-1)-10904098-06010003-1,2013-2014
1152,形势与政策,0.5,,,85,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2013-2014-1)-30900584-08080001-5,2013-2014
1152,电子电工实习,1,,,,86,86,,86,NA,,NA,3.6,实践课,,0,(2013-2014-1)-10401005-05010021-1,2013-2014
1152,物联网概论,2,85,,87,NA,86,,86,NA,,NA,3.6,公共必修课,,0,(2013-2014-1)-10402047-05010053-1,2013-2014
1152,田径,2,90,0,100,0,98,,98,NA,,NA,4.8,公共必修课,,0,(2013-2014-1)-09-08010029-6,2013-2014
1152,大学英语（四）,4,89,,36,NA,63,,63,NA,,NA,1.3,公共必修课,,0,(2013-2014-2)-10304104-02010018-2,2013-2014
1152,Linux程序设计,4,80,,52,NA,63,,63,NA,,NA,1.3,专业必修课,,0,(2013-2014-2)-10404012-05010015-1,2013-2014
1152,中国近代史纲要,2,90,,61,NA,73,,73,NA,,NA,2.3,公共必修课,,0,(2013-2014-2)-10902098-03010013-2,2013-2014
1152,计算机网络基础,4,95,,70,NA,80,,80,NA,,NA,3,专业必修课,,0,(2013-2014-2)-10404056-05010009-1,2013-2014
1152,田径,2,78,,98,NA,88,,88,NA,,NA,3.8,公共必修课,,0,(2013-2014-2)-09-08010029-2,2013-2014
1152,MySQL数据库,3,90,,90,NA,90,,90,NA,,NA,4,专业必修课,,0,(2013-2014-2)-10403062-05010028-1,2013-2014
1152,数学实验,1,93,,91,NA,92,,92,NA,,NA,4.2,专业任选课,,0,(2013-2014-2)-10401002-07010030-2,2013-2014
1152,数字逻辑,3,95,,94,NA,94,,94,NA,,NA,4.4,专业必修课,,0,(2013-2014-2)-10403019-05010021-1,2013-2014
1152,单片机技术,3,76,,78,NA,77,,77,NA,,NA,2.7,专业必修课,,0,(2014-2015-1)-10403016-05080001-3,2014-2015
1152,音视频处理,2,72.5,,84,NA,79,,79,NA,,NA,2.9,专业必修课,,0,(2014-2015-1)-10402072-05010043-1,2014-2015
1152,传感器技术与应用,2.5,85,,78,NA,81,,81,NA,,NA,3.1,专业必修课,,0,(2014-2015-1)-10402599-20131202-1,2014-2015
1152,嵌入式程序设计,4.5,85,,80,NA,83,,83,NA,,NA,3.3,专业必修课,,0,(2014-2015-1)-10402597-05080001-1,2014-2015
1152,图像处理技术,2,85,,84,NA,84,,84,NA,,NA,3.4,专业必修课,,0,(2014-2015-1)-10400503-05010044-1,2014-2015
1152,数据获取与处理嵌入式程序开发,2,,,85,NA,85,,85,NA,,NA,3.5,实践课,,0,(2014-2015-1)-10411113-05080001-1,2014-2015
1152,RFID技术与应用,2.5,88,,89,NA,89,,89,NA,,NA,3.9,专业必修课,,0,(2014-2015-1)-10402598-05010005-1,2014-2015
1152,短距离无线通信技术,2.5,89,,91,NA,90,,90,NA,,NA,4,专业必修课,,0,(2014-2015-1)-10402596-05010005-1,2014-2015
1152,物联网通信与组网技术,3,80,,85,NA,83,,83,NA,,NA,3.3,专业必修课,,0,(2014-2015-2)-10403097-05080001-1,2014-2015
1152,无线传感器网络,2.5,85,,85,NA,85,,85,NA,,NA,3.5,专业必修课,,0,(2014-2015-2)-10403020-05080001-2,2014-2015
1152,可视化程序设计(QT),3.5,88,85,85,NA,86,,86,NA,,NA,3.6,专业必修课,,0,(2014-2015-2)-10403502-05010052-1,2014-2015
1152,可视化程序设计,1.5,,,88,NA,88,,88,NA,,NA,3.8,实践课,,0,(2014-2015-2)-10401524-05080001-1,2014-2015
1152,动画制作技术,2,90,,91,NA,91,,91,NA,,NA,4.1,专业任选课,,0,(2014-2015-2)-10400501-05010044-2,2014-2015
1152,职业方向培训,5,,,80,NA,80,,80,NA,,NA,3,专业必修课,,0,(2015-2016-1)-10404092-20140705-1,2015-2016
1152,毕业设计,6,,,81.5,NA,82,,82,NA,,NA,3.2,实践课,,0,(2015-2016-1)-10021007-05080001-1,2015-2016
1152,岗前培训,3,,,85,NA,85,,85,NA,,NA,3.5,专业必修课,,0,(2015-2016-1)-10403085-05010017-1,2015-2016
1154,形势与政策,0.5,,,,NA,65,,65,NA,,NA,1.5,公共必修课,,NA,(2012-2013-1)-03132092-49234,2012-2013
1154,高等数学,5,,,,NA,70.4,,70.4,NA,,NA,2.04,专业基础课,,NA,(2012-2013-1)-07132016-49238,2012-2013
1154,大学英语,4,,,,NA,72.9,,72.9,NA,,NA,2.29,公共课,,NA,(2012-2013-1)-04132060-49235,2012-2013
1154,计算机导论,2,,,,NA,75,,75,NA,,NA,2.5,公共必修课,,NA,(2012-2013-1)-05132035-49237,2012-2013
1154,程序设计基础(C语言),4,,,,NA,77.4,,77.4,NA,,NA,2.74,专业必修课,,NA,(2012-2013-1)-05011049-49236,2012-2013
1154,线性代数,3,,,,NA,77.7,,77.7,NA,,NA,2.77,专业基础课,,NA,(2012-2013-1)-07132103-49239,2012-2013
1154,心理健康教育,2,,,,NA,82.2,,82.2,NA,,NA,3.22,公共课,,NA,(2012-2013-1)-10332063-49241,2012-2013
1154,马克思主义基本原理,2,,,,NA,86.4,,86.4,NA,,NA,3.64,公共基础课,,NA,(2012-2013-1)-03011001-49233,2012-2013
1154,体育,1,,,,NA,95,,95,NA,,NA,4.5,专业基础课,,NA,(2012-2013-1)-08011003-49240,2012-2013
1154,大学英语(2),4,88,85,53.5,NA,70,,70,NA,,NA,2,公共必修课,,0,(2012-2013-2)-10304008-02010018-2,2012-2013
1154,程序设计基础项目,1.5,,,84,NA,84,,84,NA,,NA,3.4,实践课,,0,(2012-2013-2)-10401510-05010053-1,2012-2013
1154,新技术讲座(2),0.5,,,85,NA,85,,85,NA,,NA,3.5,专业必修课,,0,(2012-2013-2)-10400505-05010031-2,2012-2013
1154,大学物理(1),4,82,,55,NA,63,,63,NA,,NA,1.3,专业必修课,,0,(2012-2013-2)-10404005-05010027-3,2012-2013
1154,数据结构,4,94,,45,NA,65,,65,NA,,NA,1.5,专业必修课,,0,(2012-2013-2)-10404010-05010037-2,2012-2013
1154,电路原理,2,93,,55,NA,66,,66,NA,,NA,1.6,专业必修课,,0,(2012-2013-2)-10402012-05080001-2,2012-2013
1154,离散数学,4,100,,61,NA,73,,73,NA,,NA,2.3,专业必修课,,0,(2012-2013-2)-10404008-07010013-1,2012-2013
1154,公共体育,1,,,78,NA,78,,78,NA,,NA,2.8,公共基础课,,0,(2012-2013-2)-08132037-08010010-7,2012-2013
1154,高等数学(2),5,82.5,,81,NA,82,,82,NA,,NA,3.2,专业必修课,,0,(2012-2013-2)-10405004-05010045-1,2012-2013
1154,形势与政策,0.5,,,85,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2012-2013-2)-30900501-03010003-12,2012-2013
1154,思想道德修养与法律基础,2,95,,84,NA,88,,88,NA,,NA,3.8,公共必修课,,0,(2012-2013-2)-10902005-03010009-1,2012-2013
1154,金庸武侠小说研究,2,80,,77,NA,78,,78,NA,,NA,NA,公共任选课,历史与文学,0,(2013-2014-1)-10000035-10030235-1,2013-2014
1154,大学英语（五）,4,85,,51,NA,68,,68,NA,,NA,1.8,公共必修课,,0,(2013-2014-1)-10304113-02010018-1,2013-2014
1154,概率论与数理统计,3,94,,54,NA,70,,70,NA,,NA,2,专业限选课,,0,(2013-2014-1)-10403009-07010001-2,2013-2014
1154,大学物理实验,1,,,,70,70,,70,NA,,NA,2,实践课,,0,(2013-2014-1)-10401003-05010027-2,2013-2014
1154,电子电工实习,1,,,,73,73,,73,NA,,NA,2.3,实践课,,0,(2013-2014-1)-10401005-05010021-1,2013-2014
1154,模拟电子技术,3,94,,54,NA,74,,74,NA,,NA,2.4,专业限选课,,0,(2013-2014-1)-10403018-05010071-2,2013-2014
1154,面向对象程序设计(C++),3,100,,60,NA,76,,76,NA,,NA,2.6,专业限选课,,0,(2013-2014-1)-10403017-05010002-1,2013-2014
1154,面向对象程序设计课程设计,1.5,,,,77,77,,77,NA,,NA,2.7,实践课,,0,(2013-2014-1)-10401512-05010002-2,2013-2014
1154,大学物理(2),2,75,,80,NA,79,,79,NA,,NA,2.9,专业限选课,,0,(2013-2014-1)-10402002-05010027-2,2013-2014
1154,物联网概论,2,85,,84,NA,84,,84,NA,,NA,3.4,公共必修课,,0,(2013-2014-1)-10402047-05010053-1,2013-2014
1154,形势与政策,0.5,,,85,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2013-2014-1)-30900584-08080001-5,2013-2014
1154,毛泽东思想和中国特色社会主义理论体系概论,4,90,,83,NA,86,,86,NA,,NA,3.6,公共必修课,,0,(2013-2014-1)-10904098-06010003-1,2013-2014
1154,排球,2,85,,92,NA,89,,89,NA,,NA,3.9,公共必修课,,0,(2013-2014-1)-11-08010027-9,2013-2014
1154,大学英语（四）,4,82,,54,NA,68,,68,NA,,NA,1.8,公共必修课,,0,(2013-2014-2)-10304104-02010018-2,2013-2014
1154,Linux程序设计,4,80,,70,NA,74,,74,NA,,NA,2.4,专业必修课,,0,(2013-2014-2)-10404012-05010015-1,2013-2014
1154,中国近代史纲要,2,90,,68,NA,77,,77,NA,,NA,2.7,公共必修课,,0,(2013-2014-2)-10902098-03010013-2,2013-2014
1154,计算机网络基础,4,95,,73,NA,82,,82,NA,,NA,3.2,专业必修课,,0,(2013-2014-2)-10404056-05010009-1,2013-2014
1154,数字逻辑,3,92.5,,81,NA,86,,86,NA,,NA,3.6,专业必修课,,0,(2013-2014-2)-10403019-05010021-1,2013-2014
