学号,课程名称,学分,平时成绩,期中成绩,期末成绩,实验成绩,总评成绩,备注,折算成绩,补考成绩,补考成绩备注,重修成绩,绩点,课程性质,课程归属,重修标记,选课课号,学年
1129,音视频处理,2,77.5,,87,NA,83,,83,NA,,NA,3.3,专业必修课,,0,(2014-2015-1)-10402072-05010043-1,2014-2015
1129,图像处理技术,2,85,,83,NA,84,,84,NA,,NA,3.4,专业必修课,,0,(2014-2015-1)-10400503-05010044-1,2014-2015
1129,短距离无线通信技术,2.5,83,,84,NA,84,,84,NA,,NA,3.4,专业必修课,,0,(2014-2015-1)-10402596-05010005-1,2014-2015
1129,RFID技术与应用,2.5,85,,85,NA,85,,85,NA,,NA,3.5,专业必修课,,0,(2014-2015-1)-10402598-05010005-1,2014-2015
1129,单片机技术,3,92,,83,NA,88,,88,NA,,NA,3.8,专业必修课,,0,(2014-2015-1)-10403016-05080001-2,2014-2015
1129,嵌入式程序设计,4.5,90,,87,NA,89,,89,NA,,NA,3.9,专业必修课,,0,(2014-2015-1)-10402597-05080001-1,2014-2015
1129,数据获取与处理嵌入式程序开发,2,,,90,NA,90,,90,NA,,NA,4,实践课,,0,(2014-2015-1)-10411113-05080001-1,2014-2015
1129,无线传感器网络,2.5,85,,85,NA,85,,85,NA,,NA,3.5,专业必修课,,0,(2014-2015-2)-10403020-05080001-1,2014-2015
1129,物联网通信与组网技术,3,88,,85,NA,86,,86,NA,,NA,3.6,专业必修课,,0,(2014-2015-2)-10403097-05080001-1,2014-2015
1129,动画制作技术,2,85,,86,NA,86,,86,NA,,NA,3.6,专业任选课,,0,(2014-2015-2)-10400501-05010044-2,2014-2015
1129,可视化程序设计(QT),3.5,89,83,85,NA,86,,86,NA,,NA,3.6,专业必修课,,0,(2014-2015-2)-10403502-05010052-1,2014-2015
1129,可视化程序设计,1.5,,,90,NA,90,,90,NA,,NA,4,实践课,,0,(2014-2015-2)-10401524-05080001-1,2014-2015
1129,岗前培训,3,,,75,NA,75,,75,NA,,NA,2.5,专业必修课,,0,(2015-2016-1)-10403085-05010017-1,2015-2016
1129,职业方向培训,5,,,75,NA,75,,75,NA,,NA,2.5,专业必修课,,0,(2015-2016-1)-10404092-20140705-1,2015-2016
1129,毕业设计,6,,,78.2,NA,78,,78,NA,,NA,2.8,实践课,,0,(2015-2016-1)-10021007-05080001-1,2015-2016
1131,形势与政策,0.5,,,,NA,65,,65,NA,,NA,1.5,公共必修课,,NA,(2012-2013-1)-03132092-48869,2012-2013
1131,大学英语,4,,,,NA,67.4,,67.4,NA,,NA,1.74,公共课,,NA,(2012-2013-1)-04132060-48870,2012-2013
1131,线性代数,3,,,,NA,68.7,,68.7,NA,,NA,1.87,专业基础课,,NA,(2012-2013-1)-07132103-48875,2012-2013
1131,高等数学,5,,,,NA,69,,69,NA,,NA,1.9,专业基础课,,NA,(2012-2013-1)-07132016-48874,2012-2013
1131,马克思主义基本原理,2,,,,NA,71,,71,NA,,NA,2.1,公共基础课,,NA,(2012-2013-1)-03011001-48868,2012-2013
1131,计算机导论,2,,,,NA,75,,75,NA,,NA,2.5,公共必修课,,NA,(2012-2013-1)-05132035-48873,2012-2013
1131,体育,1,,,,NA,85,,85,NA,,NA,3.5,专业基础课,,NA,(2012-2013-1)-08011003-48876,2012-2013
1131,心理健康教育,2,,,,NA,85,,85,NA,,NA,3.5,公共课,,NA,(2012-2013-1)-10332063-48877,2012-2013
1131,公共体育,1,,,74,NA,74,,74,NA,,NA,2.4,公共基础课,公共体育必修,0,(2012-2013-2)-08132037-08010029-5,2012-2013
1131,大学英语(2),4,85,85,58.5,NA,72,,72,NA,,NA,2.2,公共必修课,,0,(2012-2013-2)-10304008-04010016-3,2012-2013
1131,程序设计基础项目,1.5,,,,80,80,,80,NA,,NA,3,实践课,,0,(2012-2013-2)-10401510-05010034-1,2012-2013
1131,新技术讲座(2),0.5,,,85,NA,85,,85,NA,,NA,3.5,专业必修课,,0,(2012-2013-2)-10400505-05010031-3,2012-2013
1131,大学物理(1),4,80,,60,NA,66,,66,NA,,NA,1.6,专业必修课,,0,(2012-2013-2)-10404005-05010027-1,2012-2013
1131,电路原理,2,97,,61,NA,72,,72,NA,,NA,2.2,专业必修课,,0,(2012-2013-2)-10402012-05080001-1,2012-2013
1131,数据结构,4,92,,63,NA,75,,75,NA,,NA,2.5,专业必修课,,0,(2012-2013-2)-10404010-05010037-1,2012-2013
1131,思想道德修养与法律基础,2,90,,75,NA,81,,81,NA,,NA,3.1,公共必修课,,0,(2012-2013-2)-10902005-03010009-1,2012-2013
1131,离散数学,4,96,,76,NA,82,,82,NA,,NA,3.2,专业必修课,,0,(2012-2013-2)-10404008-07010013-2,2012-2013
1131,高等数学(2),5,77.5,,86,NA,83,,83,NA,,NA,3.3,专业必修课,,0,(2012-2013-2)-10405004-05010045-2,2012-2013
1131,形势与政策,0.5,,,85,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2012-2013-2)-30900501-03010003-12,2012-2013
1131,领导与管理艺术,2,0,,0,NA,0,,0,NA,,NA,NA,公共任选课,经济与社会,0,(2013-2014-1)-10031006-03010030-1,2013-2014
1131,申论与公文写作,2,90,,75,NA,81,,81,NA,,NA,NA,公共任选课,经济与社会,0,(2013-2014-1)-10041020-02010032-2,2013-2014
1131,中华民族精神,2,,,71.5,NA,71.5,,71.5,NA,,NA,NA,网络公共选修课,历史与文学,0,(2013-2014-1)-10000049-jz100003-2,2013-2014
1131,大学英语（五）,4,79.5,,53,NA,66,,66,NA,,NA,1.6,公共必修课,,0,(2013-2014-1)-10304113-02010040-2,2013-2014
1131,大学物理实验,1,,,,70,70,,70,NA,,NA,2,实践课,,0,(2013-2014-1)-10401003-05010027-3,2013-2014
1131,模拟电子技术,3,80,,65,NA,73,,73,NA,,NA,2.3,专业限选课,,0,(2013-2014-1)-10403018-05010071-1,2013-2014
1131,田径,2,84,0,76,0,78,,78,NA,,NA,2.8,公共必修课,,0,(2013-2014-1)-09-08010029-6,2013-2014
1131,概率论与数理统计,3,92,,68,NA,78,,78,NA,,NA,2.8,专业限选课,,0,(2013-2014-1)-10403009-07010001-3,2013-2014
1131,毛泽东思想和中国特色社会主义理论体系概论,4,92,,72,NA,80,,80,NA,,NA,3,公共必修课,,0,(2013-2014-1)-10904098-06010003-1,2013-2014
1131,形势与政策,0.5,,,85,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2013-2014-1)-30900584-08080001-5,2013-2014
1131,面向对象程序设计课程设计,1.5,,,,85,85,,85,NA,,NA,3.5,实践课,,0,(2013-2014-1)-10401512-05010002-1,2013-2014
1131,大学物理(2),2,70,,91,NA,85,,85,NA,,NA,3.5,专业限选课,,0,(2013-2014-1)-10402002-05010027-1,2013-2014
1131,电子电工实习,1,,,,86,86,,86,NA,,NA,3.6,实践课,,0,(2013-2014-1)-10401005-05010021-2,2013-2014
1131,物联网概论,2,,,88,NA,88,,88,NA,,NA,3.8,公共必修课,,0,(2013-2014-1)-10402047-05010023-1,2013-2014
1131,面向对象程序设计(C++),3,90,,92,NA,91,,91,NA,,NA,4.1,专业限选课,,0,(2013-2014-1)-10403017-05010002-1,2013-2014
1131,用经济学智慧解读中国,2,,,66.2,NA,66,,66,NA,,NA,NA,网络公共选修课,经济与社会,0,(2013-2014-2)-10000053-jz100007-3,2013-2014
1131,科学启蒙,2,,,76.6,NA,77,,77,NA,,NA,NA,网络公共选修课,科学与技术,0,(2013-2014-2)-10000047-jz100001-3,2013-2014
1131,大学英语（四）,4,74,,45,NA,60,,60,NA,,NA,1,公共必修课,,0,(2013-2014-2)-10304104-02010018-1,2013-2014
1131,计算机网络基础,4,95,,38,NA,61,,61,NA,,NA,1.1,专业必修课,,0,(2013-2014-2)-10404056-05010009-1,2013-2014
1131,MySQL数据库,3,78,,60,NA,65,,65,NA,,NA,1.5,专业必修课,,0,(2013-2014-2)-10403062-05010028-1,2013-2014
1131,数字逻辑,3,80,,64,NA,70,,70,NA,,NA,2,专业必修课,,0,(2013-2014-2)-10403019-05010021-1,2013-2014
1131,Linux程序设计,4,75,,70,NA,72,,72,NA,,NA,2.2,专业必修课,,0,(2013-2014-2)-10404012-05010015-1,2013-2014
1131,中国近代史纲要,2,88,,63,NA,73,,73,NA,,NA,2.3,公共必修课,,0,(2013-2014-2)-10902098-03010013-1,2013-2014
1131,数学实验,1,89,,70,NA,79.5,,79.5,NA,,NA,2.95,专业任选课,,0,(2013-2014-2)-10401002-07010030-1,2013-2014
1131,田径,2,74,,85,NA,80,,80,NA,,NA,3,公共必修课,,0,(2013-2014-2)-09-08010029-2,2013-2014
1131,大学生创业基础,2,66,,48,NA,61,,61,NA,,NA,NA,网络公共选修课,经济与社会,0,(2014-2015-1)-90000043-jz100017-2,2014-2015
1131,世界遗产概览,2,,,0,NA,0,缺考,0,NA,,NA,NA,公共任选课,历史与文学,0,(2014-2015-1)-02021005-02030005-1,2014-2015
1131,单片机技术,3,84,,56,NA,70,,70,NA,,NA,2,专业必修课,,0,(2014-2015-1)-10403016-05080001-2,2014-2015
1131,动态网站开发,4.5,86,,67,NA,75,,75,NA,,NA,2.5,专业必修课,,0,(2014-2015-1)-10404519-05010057-1,2014-2015
1131,网页程序设计,3,70,,80,NA,75,,75,NA,,NA,2.5,专业必修课,,0,(2014-2015-1)-10403013-05030004-1,2014-2015
1131,动态网站开发网页设计项目,2,,,,86,86,,86,NA,,NA,3.6,实践课,,0,(2014-2015-1)-10411112-05010057-1,2014-2015
1131,综合布线技术,2,88,,84,NA,86,,86,NA,,NA,3.6,专业必修课,,0,(2014-2015-1)-10402074-05010012-1,2014-2015
1131,网络工程技术,2,89,,89,NA,89,,89,NA,,NA,3.9,专业必修课,,0,(2014-2015-1)-10402506-05010033-1,2014-2015
1131,统一建模语言,2,90,,90,NA,90,,90,NA,,NA,4,专业必修课,,0,(2014-2015-1)-10402066-05010014-1,2014-2015
1131,信息安全,2,74,,95,NA,80,,80,NA,,NA,3,专业任选课,,0,(2014-2015-2)-10402505-05010031-1,2014-2015
1131,无线传感器网络,2.5,80,,80,NA,80,,80,NA,,NA,3,专业必修课,,0,(2014-2015-2)-10403020-05080001-1,2014-2015
1131,.NET程序设计,3.5,92.5,,85,NA,88,,88,NA,,NA,3.8,专业必修课,,0,(2014-2015-2)-10403599-05010043-1,2014-2015
1131,测试工具,3,90,,94,NA,92,,92,NA,,NA,4.2,专业必修课,,0,(2014-2015-2)-10403095-05010020-1,2014-2015
1131,毕业设计,6,,,70.2,NA,70,,70,NA,,NA,2,实践课,,0,(2015-2016-1)-10021007-05080001-1,2015-2016
1131,岗前培训,3,,,70,NA,70,,70,NA,,NA,2,专业必修课,,0,(2015-2016-1)-10403085-05010017-1,2015-2016
1131,职业方向培训,5,,,70,NA,70,,70,NA,,NA,2,专业必修课,,0,(2015-2016-1)-10404092-20140705-1,2015-2016
1133,线性代数,3,,,,NA,60.6,,60.6,NA,,NA,1.06,专业基础课,,NA,(2012-2013-1)-07132103-48895,2012-2013
1133,形势与政策,0.5,,,,NA,65,,65,NA,,NA,1.5,公共必修课,,NA,(2012-2013-1)-03132092-48890,2012-2013
1133,高等数学,5,,,,NA,67.2,,67.2,NA,,NA,1.72,专业基础课,,NA,(2012-2013-1)-07132016-48894,2012-2013
1133,程序设计基础(C语言),4,,,,NA,69,,69,NA,,NA,1.9,专业必修课,,NA,(2012-2013-1)-05011049-48892,2012-2013
1133,马克思主义基本原理,2,,,,NA,70.8,,70.8,NA,,NA,2.08,公共基础课,,NA,(2012-2013-1)-03011001-48889,2012-2013
1133,大学英语,4,,,,NA,75,,75,NA,,NA,2.5,公共课,,NA,(2012-2013-1)-04132060-48891,2012-2013
1133,计算机导论,2,,,,NA,85,,85,NA,,NA,3.5,公共必修课,,NA,(2012-2013-1)-05132035-48893,2012-2013
1133,体育,1,,,,NA,85,,85,NA,,NA,3.5,专业基础课,,NA,(2012-2013-1)-08011003-48896,2012-2013
1133,心理健康教育,2,,,,NA,95,,95,NA,,NA,4.5,公共课,,NA,(2012-2013-1)-10332063-48897,2012-2013
1133,公共体育,1,,,87.3,NA,87,,87,NA,,NA,3.7,公共基础课,公共体育必修,0,(2012-2013-2)-08132037-08080002-4,2012-2013
1133,大学英语(2),4,75,75,63.5,NA,69,,69,NA,,NA,1.9,公共必修课,,0,(2012-2013-2)-10304008-04010016-3,2012-2013
1133,程序设计基础项目,1.5,,,,78,78,,78,NA,,NA,2.8,实践课,,0,(2012-2013-2)-10401510-05010034-1,2012-2013
1133,新技术讲座(2),0.5,,,85,NA,85,,85,NA,,NA,3.5,专业必修课,,0,(2012-2013-2)-10400505-05010031-3,2012-2013
1133,数据结构,4,90,,50.5,NA,66,,66,NA,,NA,1.6,专业必修课,,0,(2012-2013-2)-10404010-05010037-1,2012-2013
1133,高等数学(2),5,90,,57,NA,70,,70,NA,,NA,2,专业必修课,,0,(2012-2013-2)-10405004-05010045-2,2012-2013
1133,大学物理(1),4,90,,64,NA,72,,72,NA,,NA,2.2,专业必修课,,0,(2012-2013-2)-10404005-05010027-1,2012-2013
1133,电路原理,2,93,,64,NA,73,,73,NA,,NA,2.3,专业必修课,,0,(2012-2013-2)-10402012-05080001-1,2012-2013
1133,离散数学,4,100,,76,NA,83,,83,NA,,NA,3.3,专业必修课,,0,(2012-2013-2)-10404008-07010013-2,2012-2013
1133,形势与政策,0.5,,,85,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2012-2013-2)-30900501-03010003-12,2012-2013
1133,思想道德修养与法律基础,2,95,,78,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2012-2013-2)-10902005-03010009-1,2012-2013
1133,大学英语（五）,4,80.5,,43,NA,62,,62,NA,,NA,1.2,公共必修课,,0,(2013-2014-1)-10304113-02010040-2,2013-2014
1133,大学物理实验,1,,,,70,70,,70,NA,,NA,2,实践课,,0,(2013-2014-1)-10401003-05010027-3,2013-2014
1133,大学物理(2),2,75,,74,NA,74,,74,NA,,NA,2.4,专业限选课,,0,(2013-2014-1)-10402002-05010027-1,2013-2014
1133,毛泽东思想和中国特色社会主义理论体系概论,4,90,,70,NA,78,,78,NA,,NA,2.8,公共必修课,,0,(2013-2014-1)-10904098-06010003-1,2013-2014
1133,物联网概论,2,,,83,NA,83,,83,NA,,NA,3.3,公共必修课,,0,(2013-2014-1)-10402047-05010023-1,2013-2014
1133,概率论与数理统计,3,97,,74,NA,83,,83,NA,,NA,3.3,专业限选课,,0,(2013-2014-1)-10403009-07010001-3,2013-2014
1133,面向对象程序设计(C++),3,90,,80,NA,84,,84,NA,,NA,3.4,专业限选课,,0,(2013-2014-1)-10403017-05010002-1,2013-2014
1133,面向对象程序设计课程设计,1.5,,,,84,84,,84,NA,,NA,3.4,实践课,,0,(2013-2014-1)-10401512-05010002-1,2013-2014
1133,形势与政策,0.5,,,85,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2013-2014-1)-30900584-08080001-5,2013-2014
1133,模拟电子技术,3,97,,81,NA,89,,89,NA,,NA,3.9,专业限选课,,0,(2013-2014-1)-10403018-05010071-1,2013-2014
1133,电子电工实习,1,,,,92,92,,92,NA,,NA,4.2,实践课,,0,(2013-2014-1)-10401005-05010021-2,2013-2014
1133,田径,2,92,0,100,0,98,,98,NA,,NA,4.8,公共必修课,,0,(2013-2014-1)-09-08010029-6,2013-2014
1133,中华诗词之美,2,,,92.2,NA,92,,92,NA,,NA,NA,网络公共选修课,历史与文学,0,(2013-2014-2)-10000048-jz100002-3,2013-2014
1133, 影视鉴赏,2,,,94.3,NA,94,,94,NA,,NA,4.4,网络公共选修课,艺术,0,(2013-2014-2)-10000056-jz100010-6,2013-2014
1133,计算机网络基础,4,95,,48,NA,67,,67,NA,,NA,1.7,专业必修课,,0,(2013-2014-2)-10404056-05010009-1,2013-2014
1133,大学英语（四）,4,85,,50,NA,68,,68,NA,,NA,1.8,公共必修课,,0,(2013-2014-2)-10304104-02010018-1,2013-2014
1133,中国近代史纲要,2,81,,63,NA,70,,70,NA,,NA,2,公共必修课,,0,(2013-2014-2)-10902098-03010013-1,2013-2014
1133,Linux程序设计,4,78,,72,NA,74,,74,NA,,NA,2.4,专业必修课,,0,(2013-2014-2)-10404012-05010015-1,2013-2014
1133,MySQL数据库,3,87,,74,NA,78,,78,NA,,NA,2.8,专业必修课,,0,(2013-2014-2)-10403062-05010028-1,2013-2014
1133,数字逻辑,3,95,,82,NA,87,,87,NA,,NA,3.7,专业必修课,,0,(2013-2014-2)-10403019-05010021-1,2013-2014
1133,田径,2,80,,96,NA,88,,88,NA,,NA,3.8,公共必修课,,0,(2013-2014-2)-09-08010029-2,2013-2014
1133,数学实验,1,91,,93,NA,92,,92,NA,,NA,4.2,专业任选课,,0,(2013-2014-2)-10401002-07010030-1,2013-2014
1133,用经济学智慧解读中国,2,89,,90,NA,89,,89,NA,,NA,NA,网络公共选修课,经济与社会,0,(2014-2015-1)-10000053-jz100007-2,2014-2015
1133,传感器技术与应用,2.5,83,,75,NA,78,,78,NA,,NA,2.8,专业必修课,,0,(2014-2015-1)-10402599-20131202-1,2014-2015
1133,单片机技术,3,90,,72,NA,81,,81,NA,,NA,3.1,专业必修课,,0,(2014-2015-1)-10403016-05080001-2,2014-2015
1133,音视频处理,2,82.5,,85,NA,84,,84,NA,,NA,3.4,专业必修课,,0,(2014-2015-1)-10402072-05010043-1,2014-2015
1133,图像处理技术,2,90,,85,NA,87,,87,NA,,NA,3.7,专业必修课,,0,(2014-2015-1)-10400503-05010044-1,2014-2015
1133,嵌入式程序设计,4.5,95,,84,NA,90,,90,NA,,NA,4,专业必修课,,0,(2014-2015-1)-10402597-05080001-1,2014-2015
1133,短距离无线通信技术,2.5,95,,93,NA,94,,94,NA,,NA,4.4,专业必修课,,0,(2014-2015-1)-10402596-05010005-1,2014-2015
1133,RFID技术与应用,2.5,97,,93,NA,95,,95,NA,,NA,4.5,专业必修课,,0,(2014-2015-1)-10402598-05010005-1,2014-2015
1133,数据获取与处理嵌入式程序开发,2,,,95,NA,95,,95,NA,,NA,4.5,实践课,,0,(2014-2015-1)-10411113-05080001-1,2014-2015
1133,动画制作技术,2,90,,88,NA,89,,89,NA,,NA,3.9,专业任选课,,0,(2014-2015-2)-10400501-05010044-2,2014-2015
1133,可视化程序设计(QT),3.5,90,85,90,NA,89,,89,NA,,NA,3.9,专业必修课,,0,(2014-2015-2)-10403502-05010052-1,2014-2015
1133,可视化程序设计,1.5,,,91,NA,91,,91,NA,,NA,4.1,实践课,,0,(2014-2015-2)-10401524-05080001-1,2014-2015
1133,无线传感器网络,2.5,95,,95,NA,95,,95,NA,,NA,4.5,专业必修课,,0,(2014-2015-2)-10403020-05080001-1,2014-2015
1133,物联网通信与组网技术,3,100,,95,NA,97,,97,NA,,NA,4.7,专业必修课,,0,(2014-2015-2)-10403097-05080001-1,2014-2015
1133,岗前培训,3,,,80,NA,80,,80,NA,,NA,3,专业必修课,,0,(2015-2016-1)-10403085-05010017-1,2015-2016
1133,毕业设计,6,,,85.3,NA,85,,85,NA,,NA,3.5,实践课,,0,(2015-2016-1)-10021007-05080001-1,2015-2016
1133,职业方向培训,5,,,85,NA,85,,85,NA,,NA,3.5,专业必修课,,0,(2015-2016-1)-10404092-20140705-1,2015-2016
1135,形势与政策,0.5,,,,NA,65,,65,NA,,NA,1.5,公共必修课,,NA,(2012-2013-1)-03132092-48909,2012-2013
1135,线性代数,3,,,,NA,66.6,,66.6,NA,,NA,1.66,专业基础课,,NA,(2012-2013-1)-07132103-48914,2012-2013
1135,马克思主义基本原理,2,,,,NA,76.6,,76.6,NA,,NA,2.66,公共基础课,,NA,(2012-2013-1)-03011001-48908,2012-2013
1135,大学英语,4,,,,NA,81.1,,81.1,NA,,NA,3.11,公共课,,NA,(2012-2013-1)-04132060-48910,2012-2013
1135,高等数学,5,,,,NA,83.3,,83.3,NA,,NA,3.33,专业基础课,,NA,(2012-2013-1)-07132016-48913,2012-2013
1135,程序设计基础(C语言),4,,,,NA,84.2,,84.2,NA,,NA,3.42,专业必修课,,NA,(2012-2013-1)-05011049-48911,2012-2013
1135,计算机导论,2,,,,NA,85,,85,NA,,NA,3.5,公共必修课,,NA,(2012-2013-1)-05132035-48912,2012-2013
1135,体育,1,,,,NA,95,,95,NA,,NA,4.5,专业基础课,,NA,(2012-2013-1)-08011003-48915,2012-2013
1135,心理健康教育,2,,,,NA,95,,95,NA,,NA,4.5,公共课,,NA,(2012-2013-1)-10332063-48916,2012-2013
1135,公共体育,1,,,85,NA,85,,85,NA,,NA,3.5,公共基础课,公共体育必修,0,(2012-2013-2)-08132037-08010027-7,2012-2013
1135,法经济学,2,65,,63,NA,64,,64,NA,,NA,NA,公共任选课,跨文化选修,0,(2012-2013-2)-03041015-05010016-1,2012-2013
1135,古典音乐欣赏,2,85,88,81,NA,83,,83,NA,,NA,NA,公共任选课,跨文化选修,0,(2012-2013-2)-01132156-10030163-1,2012-2013
1135,程序设计基础项目,1.5,,,,82,82,,82,NA,,NA,3.2,实践课,,0,(2012-2013-2)-10401510-05010034-1,2012-2013
1135,大学英语(2),4,95,95,69,NA,82,,82,NA,,NA,3.2,公共必修课,,0,(2012-2013-2)-10304008-04010016-3,2012-2013
1135,新技术讲座(2),0.5,,,84,NA,84,,84,NA,,NA,3.4,专业必修课,,0,(2012-2013-2)-10400505-05010031-3,2012-2013
1135,电路原理,2,93,,56,NA,67,,67,NA,,NA,1.7,专业必修课,,0,(2012-2013-2)-10402012-05080001-1,2012-2013
1135,数据结构,4,98,,67.5,NA,80,,80,NA,,NA,3,专业必修课,,0,(2012-2013-2)-10404010-05010037-1,2012-2013
1135,大学物理(1),4,92,,80,NA,84,,84,NA,,NA,3.4,专业必修课,,0,(2012-2013-2)-10404005-05010027-1,2012-2013
1135,形势与政策,0.5,,,85,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2012-2013-2)-30900501-03010003-12,2012-2013
1135,思想道德修养与法律基础,2,95,,82,NA,87,,87,NA,,NA,3.7,公共必修课,,0,(2012-2013-2)-10902005-03010009-1,2012-2013
1135,离散数学,4,100,,85,NA,90,,90,NA,,NA,4,专业必修课,,0,(2012-2013-2)-10404008-07010013-2,2012-2013
1135,高等数学(2),5,92.5,,90,NA,91,,91,NA,,NA,4.1,专业必修课,,0,(2012-2013-2)-10405004-05010045-2,2012-2013
1135,中外文学名著导读,2,90,,70,NA,74,,74,NA,,NA,NA,公共任选课,历史与文学,0,(2013-2014-1)-10000036-03010012-1,2013-2014
1135,中华民族精神,2,,,76.6,NA,76.6,,76.6,NA,,NA,NA,网络公共选修课,历史与文学,0,(2013-2014-1)-10000049-jz100003-2,2013-2014
1135,大学物理实验,1,,,,60,60,,60,NA,,NA,1,实践课,,0,(2013-2014-1)-10401003-05010027-3,2013-2014
1135,模拟电子技术,3,92,,56,NA,74,,74,NA,,NA,2.4,专业限选课,,0,(2013-2014-1)-10403018-05010071-1,2013-2014
1135,大学英语（五）,4,81,,69,NA,75,,75,NA,,NA,2.5,公共必修课,,0,(2013-2014-1)-10304113-02010040-2,2013-2014
1135,大学物理(2),2,65,,86,NA,80,,80,NA,,NA,3,专业限选课,,0,(2013-2014-1)-10402002-05010027-1,2013-2014
1135,毛泽东思想和中国特色社会主义理论体系概论,4,92,,79,NA,84,,84,NA,,NA,3.4,公共必修课,,0,(2013-2014-1)-10904098-06010003-1,2013-2014
1135,形势与政策,0.5,,,85,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2013-2014-1)-30900584-08080001-5,2013-2014
1135,面向对象程序设计课程设计,1.5,,,,85,85,,85,NA,,NA,3.5,实践课,,0,(2013-2014-1)-10401512-05010002-1,2013-2014
1135,概率论与数理统计,3,95,,84,NA,88,,88,NA,,NA,3.8,专业限选课,,0,(2013-2014-1)-10403009-07010001-3,2013-2014
1135,电子电工实习,1,,,,89,89,,89,NA,,NA,3.9,实践课,,0,(2013-2014-1)-10401005-05010021-2,2013-2014
1135,物联网概论,2,,,90,NA,90,,90,NA,,NA,4,公共必修课,,0,(2013-2014-1)-10402047-05010023-1,2013-2014
1135,田径,2,90,0,92,0,92,,92,NA,,NA,4.2,公共必修课,,0,(2013-2014-1)-09-08010029-6,2013-2014
1135,面向对象程序设计(C++),3,100,,97,NA,98,,98,NA,,NA,4.8,专业限选课,,0,(2013-2014-1)-10403017-05010002-1,2013-2014
1135,中国近代史纲要,2,81,,63,NA,70,,70,NA,,NA,2,公共必修课,,0,(2013-2014-2)-10902098-03010013-1,2013-2014
1135,计算机网络基础,4,95,,55,NA,71,,71,NA,,NA,2.1,专业必修课,,0,(2013-2014-2)-10404056-05010009-1,2013-2014
1135,Linux程序设计,4,80,,66,NA,72,,72,NA,,NA,2.2,专业必修课,,0,(2013-2014-2)-10404012-05010015-1,2013-2014
1135,大学英语（四）,4,88,,58,NA,73,,73,NA,,NA,2.3,公共必修课,,0,(2013-2014-2)-10304104-02010018-1,2013-2014
1135,田径,2,74,,84,NA,79,,79,NA,,NA,2.9,公共必修课,,0,(2013-2014-2)-09-08010029-2,2013-2014
1135,MySQL数据库,3,90,,92,NA,91,,91,NA,,NA,4.1,专业必修课,,0,(2013-2014-2)-10403062-05010028-1,2013-2014
1135,数学实验,1,92,,92,NA,92,,92,NA,,NA,4.2,专业任选课,,0,(2013-2014-2)-10401002-07010030-1,2013-2014
1135,数字逻辑,3,95,,94,NA,94,,94,NA,,NA,4.4,专业必修课,,0,(2013-2014-2)-10403019-05010021-1,2013-2014
1135,动态网站开发,4.5,92,,81,NA,85,,85,NA,,NA,3.5,专业必修课,,0,(2014-2015-1)-10404519-05010057-1,2014-2015
1135,统一建模语言,2,80,,90,NA,86,,86,NA,,NA,3.6,专业必修课,,0,(2014-2015-1)-10402066-05010014-1,2014-2015
1135,图像处理技术,2,90,,87,NA,88,,88,NA,,NA,3.8,专业必修课,,0,(2014-2015-1)-10400503-05010044-1,2014-2015
1135,音视频处理,2,82.5,,92,NA,88,,88,NA,,NA,3.8,专业必修课,,0,(2014-2015-1)-10402072-05010043-1,2014-2015
1135,网页程序设计,3,100,,80,NA,90,,90,NA,,NA,4,专业必修课,,0,(2014-2015-1)-10403013-05030004-1,2014-2015
1135,动态网站开发网页设计项目,2,,,,91,91,,91,NA,,NA,4.1,实践课,,0,(2014-2015-1)-10411112-05010057-1,2014-2015
1135,单片机技术,3,95,,94,NA,95,,95,NA,,NA,4.5,专业必修课,,0,(2014-2015-1)-10403016-05080001-2,2014-2015
1135,动画制作技术,2,90,,90,NA,90,,90,NA,,NA,4,专业任选课,,0,(2014-2015-2)-10400501-05010044-2,2014-2015
1135,测试工具,3,88,,96.5,NA,92,,92,NA,,NA,4.2,专业必修课,,0,(2014-2015-2)-10403095-05010020-1,2014-2015
1135,.NET程序设计,3.5,95,,90,NA,92,,92,NA,,NA,4.2,专业必修课,,0,(2014-2015-2)-10403599-05010043-1,2014-2015
1135,无线传感器网络,2.5,90,,95,NA,93,,93,NA,,NA,4.3,专业必修课,,0,(2014-2015-2)-10403020-05080001-1,2014-2015
1135,职业方向培训,5,,,70,NA,70,,70,NA,,NA,2,专业必修课,,0,(2015-2016-1)-10404092-20140705-1,2015-2016
1135,岗前培训,3,,,75,NA,75,,75,NA,,NA,2.5,专业必修课,,0,(2015-2016-1)-10403085-05010017-1,2015-2016
1135,毕业设计,6,,,77.5,NA,78,,78,NA,,NA,2.8,实践课,,0,(2015-2016-1)-10021007-05080001-1,2015-2016
1137,线性代数,3,,,,NA,39.1,,39.1,60,,NA,1,专业基础课,,NA,(2012-2013-1)-07132103-49069,2012-2013
1137,高等数学,5,,,,NA,43.4,,43.4,61,,NA,1,专业基础课,,NA,(2012-2013-1)-07132016-49067,2012-2013
