学号,课程名称,学分,平时成绩,期中成绩,期末成绩,实验成绩,总评成绩,备注,折算成绩,补考成绩,补考成绩备注,重修成绩,绩点,课程性质,课程归属,重修标记,选课课号,学年
1153,计算机导论,2,,,,NA,95,,95,NA,,NA,4.5,公共必修课,,NA,(2012-2013-1)-05132035-49228,2012-2013
1153,公共体育,1,,,78,NA,78,,78,NA,,NA,2.8,公共基础课,公共体育必修,0,(2012-2013-2)-08132037-08010027-7,2012-2013
1153,法经济学,2,66,,63,NA,64,,64,NA,,NA,NA,公共任选课,跨文化选修,0,(2012-2013-2)-03041015-05010016-1,2012-2013
1153,大学英语(2),4,85,85,59.5,NA,72,,72,NA,,NA,2.2,公共必修课,,0,(2012-2013-2)-10304008-04010016-3,2012-2013
1153,程序设计基础项目,1.5,,,,82,82,,82,NA,,NA,3.2,实践课,,0,(2012-2013-2)-10401510-05010034-1,2012-2013
1153,新技术讲座(2),0.5,,,86,NA,86,,86,NA,,NA,3.6,专业必修课,,0,(2012-2013-2)-10400505-05010031-3,2012-2013
1153,电路原理,2,93,,50,NA,63,,63,NA,,NA,1.3,专业必修课,,0,(2012-2013-2)-10402012-05080001-1,2012-2013
1153,大学物理(1),4,90,,60,NA,69,,69,NA,,NA,1.9,专业必修课,,0,(2012-2013-2)-10404005-05010027-1,2012-2013
1153,数据结构,4,91,,64.5,NA,75,,75,NA,,NA,2.5,专业必修课,,0,(2012-2013-2)-10404010-05010037-1,2012-2013
1153,离散数学,4,100,,74,NA,82,,82,NA,,NA,3.2,专业必修课,,0,(2012-2013-2)-10404008-07010013-2,2012-2013
1153,高等数学(2),5,90,,79,NA,83,,83,NA,,NA,3.3,专业必修课,,0,(2012-2013-2)-10405004-05010045-2,2012-2013
1153,形势与政策,0.5,,,85,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2012-2013-2)-30900501-03010003-12,2012-2013
1153,思想道德修养与法律基础,2,95,,88,NA,91,,91,NA,,NA,4.1,公共必修课,,0,(2012-2013-2)-10902005-03010009-1,2012-2013
1153,申论与公文写作,2,90,,82,NA,85,,85,NA,,NA,NA,公共任选课,经济与社会,0,(2013-2014-1)-10041020-02010032-2,2013-2014
1153,中外文学名著导读,2,95,,60,NA,67,,67,NA,,NA,NA,公共任选课,历史与文学,0,(2013-2014-1)-10000036-03010012-1,2013-2014
1153,中华民族精神,2,,,76.3,NA,76.3,,76.3,NA,,NA,NA,网络公共选修课,历史与文学,0,(2013-2014-1)-10000049-jz100003-2,2013-2014
1153,大学物理实验,1,,,,61,61,,61,NA,,NA,1.1,实践课,,0,(2013-2014-1)-10401003-05010027-3,2013-2014
1153,概率论与数理统计,3,94,,49,NA,67,,67,NA,,NA,1.7,专业限选课,,0,(2013-2014-1)-10403009-07010001-3,2013-2014
1153,大学英语（五）,4,83.5,,56,NA,70,,70,NA,,NA,2,公共必修课,,0,(2013-2014-1)-10304113-02010040-2,2013-2014
1153,模拟电子技术,3,95,,56,NA,76,,76,NA,,NA,2.6,专业限选课,,0,(2013-2014-1)-10403018-05010071-1,2013-2014
1153,电子电工实习,1,,,,76,76,,76,NA,,NA,2.6,实践课,,0,(2013-2014-1)-10401005-05010021-2,2013-2014
1153,大学物理(2),2,66,,83,NA,78,,78,NA,,NA,2.8,专业限选课,,0,(2013-2014-1)-10402002-05010027-1,2013-2014
1153,田径,2,90,0,80,0,82,,82,NA,,NA,3.2,公共必修课,,0,(2013-2014-1)-09-08010029-6,2013-2014
1153,毛泽东思想和中国特色社会主义理论体系概论,4,90,,78,NA,83,,83,NA,,NA,3.3,公共必修课,,0,(2013-2014-1)-10904098-06010003-1,2013-2014
1153,形势与政策,0.5,,,85,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2013-2014-1)-30900584-08080001-5,2013-2014
1153,面向对象程序设计(C++),3,87.5,,89,NA,88,,88,NA,,NA,3.8,专业限选课,,0,(2013-2014-1)-10403017-05010002-1,2013-2014
1153,面向对象程序设计课程设计,1.5,,,,88,88,,88,NA,,NA,3.8,实践课,,0,(2013-2014-1)-10401512-05010002-1,2013-2014
1153,物联网概论,2,,,89,NA,89,,89,NA,,NA,3.9,公共必修课,,0,(2013-2014-1)-10402047-05010023-1,2013-2014
1153,科学启蒙,2,,,85.4,NA,85,,85,NA,,NA,NA,网络公共选修课,科学与技术,0,(2013-2014-2)-10000047-jz100001-3,2013-2014
1153,MySQL数据库,3,84,,5,NA,29,,29,88,,NA,1,专业必修课,,0,(2013-2014-2)-10403062-05010028-1,2013-2014
1153,计算机网络基础,4,95,,40,NA,62,,62,NA,,NA,1.2,专业必修课,,0,(2013-2014-2)-10404056-05010009-1,2013-2014
1153,大学英语（四）,4,77,,52,NA,65,,65,NA,,NA,1.5,公共必修课,,0,(2013-2014-2)-10304104-02010018-1,2013-2014
1153,Linux程序设计,4,90,,56,NA,70,,70,NA,,NA,2,专业必修课,,0,(2013-2014-2)-10404012-05010015-1,2013-2014
1153,中国近代史纲要,2,81,,69,NA,74,,74,NA,,NA,2.4,公共必修课,,0,(2013-2014-2)-10902098-03010013-1,2013-2014
1153,田径,2,70,,82,NA,76,,76,NA,,NA,2.6,公共必修课,,0,(2013-2014-2)-09-08010029-2,2013-2014
1153,数字逻辑,3,90,,87,NA,88,,88,NA,,NA,3.8,专业必修课,,0,(2013-2014-2)-10403019-05010021-1,2013-2014
1153,数学实验,1,92,,99,NA,95.5,,95.5,NA,,NA,4.55,专业任选课,,0,(2013-2014-2)-10401002-07010030-1,2013-2014
1153,音视频处理,2,77.5,,87,NA,83,,83,NA,,NA,3.3,专业必修课,,0,(2014-2015-1)-10402072-05010043-1,2014-2015
1153,动态网站开发,4.5,86,,82,NA,84,,84,NA,,NA,3.4,专业必修课,,0,(2014-2015-1)-10404519-05010057-1,2014-2015
1153,单片机技术,3,87,,80,NA,84,,84,NA,,NA,3.4,专业必修课,,0,(2014-2015-1)-10403016-05080001-2,2014-2015
1153,动态网站开发网页设计项目,2,,,,86,86,,86,NA,,NA,3.6,实践课,,0,(2014-2015-1)-10411112-05010057-1,2014-2015
1153,图像处理技术,2,90,,85,NA,87,,87,NA,,NA,3.7,专业必修课,,0,(2014-2015-1)-10400503-05010044-1,2014-2015
1153,网页程序设计,3,100,,80,NA,90,,90,NA,,NA,4,专业必修课,,0,(2014-2015-1)-10403013-05030004-1,2014-2015
1153,统一建模语言,2,100,,90,NA,94,,94,NA,,NA,4.4,专业必修课,,0,(2014-2015-1)-10402066-05010014-1,2014-2015
1153,无线传感器网络,2.5,85,,85,NA,85,,85,NA,,NA,3.5,专业必修课,,0,(2014-2015-2)-10403020-05080001-1,2014-2015
1153,.NET程序设计,3.5,92.5,,80,NA,85,,85,NA,,NA,3.5,专业必修课,,0,(2014-2015-2)-10403599-05010043-1,2014-2015
1153,动画制作技术,2,90,,84,NA,86,,86,NA,,NA,3.6,专业任选课,,0,(2014-2015-2)-10400501-05010044-2,2014-2015
1153,测试工具,3,96,,93,NA,95,,95,NA,,NA,4.5,专业必修课,,0,(2014-2015-2)-10403095-05010020-1,2014-2015
1153,职业方向培训,5,,,70,NA,70,,70,NA,,NA,2,专业必修课,,0,(2015-2016-1)-10404092-20140705-1,2015-2016
1153,毕业设计,6,,,74.7,NA,75,,75,NA,,NA,2.5,实践课,,0,(2015-2016-1)-10021007-05080001-1,2015-2016
1153,岗前培训,3,,,85,NA,85,,85,NA,,NA,3.5,专业必修课,,0,(2015-2016-1)-10403085-05010017-1,2015-2016
1155,形势与政策,0.5,,,,NA,65,,65,NA,,NA,1.5,公共必修课,,NA,(2012-2013-1)-03132092-49244,2012-2013
1155,线性代数,3,,,,NA,71.8,,71.8,NA,,NA,2.18,专业基础课,,NA,(2012-2013-1)-07132103-49249,2012-2013
1155,程序设计基础(C语言),4,,,,NA,74.2,,74.2,NA,,NA,2.42,专业必修课,,NA,(2012-2013-1)-05011049-49246,2012-2013
1155,计算机导论,2,,,,NA,75,,75,NA,,NA,2.5,公共必修课,,NA,(2012-2013-1)-05132035-49247,2012-2013
1155,大学英语,4,,,,NA,76,,76,NA,,NA,2.6,公共课,,NA,(2012-2013-1)-04132060-49245,2012-2013
1155,马克思主义基本原理,2,,,,NA,81.4,,81.4,NA,,NA,3.14,公共基础课,,NA,(2012-2013-1)-03011001-49243,2012-2013
1155,心理健康教育,2,,,,NA,85,,85,NA,,NA,3.5,公共课,,NA,(2012-2013-1)-10332063-49251,2012-2013
1155,高等数学,5,,,,NA,87.8,,87.8,NA,,NA,3.78,专业基础课,,NA,(2012-2013-1)-07132016-49248,2012-2013
1155,体育,1,,,,NA,95,,95,NA,,NA,4.5,专业基础课,,NA,(2012-2013-1)-08011003-49250,2012-2013
1155,公共体育,1,,,96,NA,96,,96,NA,,NA,4.6,公共基础课,公共体育必修,0,(2012-2013-2)-08132037-08010025-7,2012-2013
1155,大学英语(2),4,85,85,68.5,NA,77,,77,NA,,NA,2.7,公共必修课,,0,(2012-2013-2)-10304008-04010016-3,2012-2013
1155,新技术讲座(2),0.5,,,82,NA,82,,82,NA,,NA,3.2,专业必修课,,0,(2012-2013-2)-10400505-05010031-3,2012-2013
1155,程序设计基础项目,1.5,,,,83,83,,83,NA,,NA,3.3,实践课,,0,(2012-2013-2)-10401510-05010034-1,2012-2013
1155,电路原理,2,90,,71,NA,77,,77,NA,,NA,2.7,专业必修课,,0,(2012-2013-2)-10402012-05080001-1,2012-2013
1155,大学物理(1),4,90,,73,NA,78,,78,NA,,NA,2.8,专业必修课,,0,(2012-2013-2)-10404005-05010027-1,2012-2013
1155,形势与政策,0.5,,,85,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2012-2013-2)-30900501-03010003-12,2012-2013
1155,数据结构,4,93,,81,NA,86,,86,NA,,NA,3.6,专业必修课,,0,(2012-2013-2)-10404010-05010037-1,2012-2013
1155,思想道德修养与法律基础,2,95,,84,NA,88,,88,NA,,NA,3.8,公共必修课,,0,(2012-2013-2)-10902005-03010009-1,2012-2013
1155,高等数学(2),5,95,,85,NA,89,,89,NA,,NA,3.9,专业必修课,,0,(2012-2013-2)-10405004-05010045-2,2012-2013
1155,离散数学,4,100,,85,NA,90,,90,NA,,NA,4,专业必修课,,0,(2012-2013-2)-10404008-07010013-2,2012-2013
1155,当代中国发展与信仰追求,2,,,85,NA,85,,85,NA,,NA,NA,公共任选课,经济与社会,0,(2013-2014-1)-10000040-10030104-1,2013-2014
1155,办公自动化,2,60,,75,NA,68,,68,NA,,NA,NA,公共任选课,科学与技术,0,(2013-2014-1)-05132013-10030209-1,2013-2014
1155,细说《汉武大帝》,2,,,78,NA,78,,78,NA,,NA,NA,公共任选课,历史与文学,0,(2013-2014-1)-10000005-10040016-1,2013-2014
1155,大学物理实验,1,,,,65,65,,65,NA,,NA,1.5,实践课,,0,(2013-2014-1)-10401003-05010027-3,2013-2014
1155,概率论与数理统计,3,94,,55,NA,71,,71,NA,,NA,2.1,专业限选课,,0,(2013-2014-1)-10403009-07010001-3,2013-2014
1155,大学物理(2),2,73,,83,NA,80,,80,NA,,NA,3,专业限选课,,0,(2013-2014-1)-10402002-05010027-1,2013-2014
1155,大学英语（五）,4,93,,68,NA,81,,81,NA,,NA,3.1,公共必修课,,0,(2013-2014-1)-10304113-02010040-2,2013-2014
1155,电子电工实习,1,,,,83,83,,83,NA,,NA,3.3,实践课,,0,(2013-2014-1)-10401005-05010021-2,2013-2014
1155,形势与政策,0.5,,,85,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2013-2014-1)-30900584-08080001-5,2013-2014
1155,模拟电子技术,3,94,,76,NA,85,,85,NA,,NA,3.5,专业限选课,,0,(2013-2014-1)-10403018-05010071-1,2013-2014
1155,面向对象程序设计(C++),3,90,,84,NA,86,,86,NA,,NA,3.6,专业限选课,,0,(2013-2014-1)-10403017-05010002-1,2013-2014
1155,毛泽东思想和中国特色社会主义理论体系概论,4,96,,84,NA,89,,89,NA,,NA,3.9,公共必修课,,0,(2013-2014-1)-10904098-06010003-1,2013-2014
1155,物联网概论,2,,,90,NA,90,,90,NA,,NA,4,公共必修课,,0,(2013-2014-1)-10402047-05010023-1,2013-2014
1155,面向对象程序设计课程设计,1.5,,,,93,93,,93,NA,,NA,4.3,实践课,,0,(2013-2014-1)-10401512-05010002-1,2013-2014
1155,田径,2,94,0,96,0,96,,96,NA,,NA,4.6,公共必修课,,0,(2013-2014-1)-09-08010029-6,2013-2014
1155,中国近代史纲要,2,82,,67,NA,73,,73,NA,,NA,2.3,公共必修课,,0,(2013-2014-2)-10902098-03010013-1,2013-2014
1155,大学英语（四）,4,94,,62,NA,78,,78,NA,,NA,2.8,公共必修课,,0,(2013-2014-2)-10304104-02010018-1,2013-2014
1155,Linux程序设计,4,85,,84,NA,84,,84,NA,,NA,3.4,专业必修课,,0,(2013-2014-2)-10404012-05010015-1,2013-2014
1155,数学实验,1,91,,88,NA,89.5,,89.5,NA,,NA,3.95,专业任选课,,0,(2013-2014-2)-10401002-07010030-1,2013-2014
1155,计算机网络基础,4,95,,86,NA,90,,90,NA,,NA,4,专业必修课,,0,(2013-2014-2)-10404056-05010009-1,2013-2014
1155,田径,2,90,,96,NA,93,,93,NA,,NA,4.3,公共必修课,,0,(2013-2014-2)-09-08010029-2,2013-2014
1155,数字逻辑,3,92.5,,95.5,NA,94,,94,NA,,NA,4.4,专业必修课,,0,(2013-2014-2)-10403019-05010021-1,2013-2014
1155,MySQL数据库,3,96,,97,NA,97,,97,NA,,NA,4.7,专业必修课,,0,(2013-2014-2)-10403062-05010028-1,2013-2014
1155,动态网站开发网页设计项目,2,,,,79,79,,79,NA,,NA,2.9,实践课,,0,(2014-2015-1)-10411112-05010057-1,2014-2015
1155,音视频处理,2,80,,84,NA,82,,82,NA,,NA,3.2,专业必修课,,0,(2014-2015-1)-10402072-05010043-1,2014-2015
1155,网页程序设计,3,100,,70,NA,85,,85,NA,,NA,3.5,专业必修课,,0,(2014-2015-1)-10403013-05030004-1,2014-2015
1155,单片机技术,3,90,,82,NA,86,,86,NA,,NA,3.6,专业必修课,,0,(2014-2015-1)-10403016-05080001-2,2014-2015
1155,图像处理技术,2,90,,85,NA,87,,87,NA,,NA,3.7,专业必修课,,0,(2014-2015-1)-10400503-05010044-1,2014-2015
1155,统一建模语言,2,100,,85,NA,91,,91,NA,,NA,4.1,专业必修课,,0,(2014-2015-1)-10402066-05010014-1,2014-2015
1155,动态网站开发,4.5,92,,92,NA,92,,92,NA,,NA,4.2,专业必修课,,0,(2014-2015-1)-10404519-05010057-1,2014-2015
1155,无线传感器网络,2.5,85,,85,NA,85,,85,NA,,NA,3.5,专业必修课,,0,(2014-2015-2)-10403020-05080001-1,2014-2015
1155,动画制作技术,2,90,,84,NA,86,,86,NA,,NA,3.6,专业任选课,,0,(2014-2015-2)-10400501-05010044-2,2014-2015
1155,.NET程序设计,3.5,95,,85,NA,89,,89,NA,,NA,3.9,专业必修课,,0,(2014-2015-2)-10403599-05010043-1,2014-2015
1155,测试工具,3,98,,90.5,NA,94,,94,NA,,NA,4.4,专业必修课,,0,(2014-2015-2)-10403095-05010020-1,2014-2015
1155,岗前培训,3,,,75,NA,75,,75,NA,,NA,2.5,专业必修课,,0,(2015-2016-1)-10403085-05010017-1,2015-2016
1155,职业方向培训,5,,,80,NA,80,,80,NA,,NA,3,专业必修课,,0,(2015-2016-1)-10404092-20140705-1,2015-2016
1155,毕业设计,6,,,80.6,NA,81,,81,NA,,NA,3.1,实践课,,0,(2015-2016-1)-10021007-05080001-1,2015-2016
1159,大学英语,4,,,,NA,50,,50,60,,NA,1,公共课,,NA,(2012-2013-1)-04132060-49283,2012-2013
1159,高等数学,5,,,,NA,60.2,,60.2,NA,,NA,1.02,专业基础课,,NA,(2012-2013-1)-07132016-49287,2012-2013
1159,马克思主义基本原理,2,,,,NA,60.4,,60.4,NA,,NA,1.04,公共基础课,,NA,(2012-2013-1)-03011001-49281,2012-2013
1159,程序设计基础(C语言),4,,,,NA,60.8,,60.8,NA,,NA,1.08,专业必修课,,NA,(2012-2013-1)-05011049-49285,2012-2013
1159,形势与政策,0.5,,,,NA,65,,65,NA,,NA,1.5,公共必修课,,NA,(2012-2013-1)-03132092-49282,2012-2013
1159,体育,1,,,,NA,65,,65,NA,,NA,1.5,专业基础课,,NA,(2012-2013-1)-08011003-49289,2012-2013
1159,线性代数,3,,,,NA,65.6,,65.6,NA,,NA,1.56,专业基础课,,NA,(2012-2013-1)-07132103-49288,2012-2013
1159,计算机导论,2,,,,NA,85,,85,NA,,NA,3.5,公共必修课,,NA,(2012-2013-1)-05132035-49286,2012-2013
1159,心理健康教育,2,,,,NA,85,,85,NA,,NA,3.5,公共课,,NA,(2012-2013-1)-10332063-49290,2012-2013
1159,公共体育,1,,,72,NA,72,,72,NA,,NA,2.2,公共基础课,公共体育必修,0,(2012-2013-2)-08132037-08010032-3,2012-2013
1159,大学英语(2),4,76,76,43,NA,60,,60,NA,,NA,1,公共必修课,,0,(2012-2013-2)-10304008-04010016-3,2012-2013
1159,程序设计基础项目,1.5,,,,80,80,,80,NA,,NA,3,实践课,,0,(2012-2013-2)-10401510-05010034-1,2012-2013
1159,新技术讲座(2),0.5,,,84,NA,84,,84,NA,,NA,3.4,专业必修课,,0,(2012-2013-2)-10400505-05010031-3,2012-2013
1159,高等数学(2),5,27.5,,8,NA,16,,16,72,,NA,1,专业必修课,,0,(2012-2013-2)-10405004-05010045-2,2012-2013
1159,电路原理,2,97,,45,NA,61,,61,NA,,NA,1.1,专业必修课,,0,(2012-2013-2)-10402012-05080001-1,2012-2013
1159,离散数学,4,93,,54,NA,66,,66,NA,,NA,1.6,专业必修课,,0,(2012-2013-2)-10404008-07010013-2,2012-2013
1159,大学物理(1),4,70,,66,NA,67,,67,NA,,NA,1.7,专业必修课,,0,(2012-2013-2)-10404005-05010027-1,2012-2013
1159,数据结构,4,89,,60.5,NA,72,,72,NA,,NA,2.2,专业必修课,,0,(2012-2013-2)-10404010-05010037-1,2012-2013
1159,思想道德修养与法律基础,2,80,,70,NA,74,,74,NA,,NA,2.4,公共必修课,,0,(2012-2013-2)-10902005-03010009-1,2012-2013
1159,形势与政策,0.5,,,85,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2012-2013-2)-30900501-03010003-12,2012-2013
1159,办公自动化软件高级应用,2,60,,12.9,NA,27,,27,NA,,NA,NA,公共任选课,科学与技术,0,(2013-2014-1)-05011024-10030068-1,2013-2014
1159,网页设计与制作,2,85,76,73,NA,76,,76,NA,,NA,NA,公共任选课,科学与技术,0,(2013-2014-1)-05132061-03010008-1,2013-2014
1159,大学英语（五）,4,78.5,,41,NA,60,,60,NA,,NA,1,公共必修课,,0,(2013-2014-1)-10304113-02010040-2,2013-2014
1159,大学物理实验,1,,,,61,61,,61,NA,,NA,1.1,实践课,,0,(2013-2014-1)-10401003-05010027-3,2013-2014
1159,模拟电子技术,3,92,,32,NA,62,,62,NA,,NA,1.2,专业限选课,,0,(2013-2014-1)-10403018-05010071-1,2013-2014
1159,概率论与数理统计,3,91,,43,NA,62,,62,NA,,NA,1.2,专业限选课,,0,(2013-2014-1)-10403009-07010001-3,2013-2014
1159,大学物理(2),2,66,,60,NA,62,,62,NA,,NA,1.2,专业限选课,,0,(2013-2014-1)-10402002-05010027-1,2013-2014
1159,毛泽东思想和中国特色社会主义理论体系概论,4,91,,56,NA,70,,70,NA,,NA,2,公共必修课,,0,(2013-2014-1)-10904098-06010003-1,2013-2014
1159,面向对象程序设计(C++),3,87.5,,69,NA,76,,76,NA,,NA,2.6,专业限选课,,0,(2013-2014-1)-10403017-05010002-1,2013-2014
1159,面向对象程序设计课程设计,1.5,,,,84,84,,84,NA,,NA,3.4,实践课,,0,(2013-2014-1)-10401512-05010002-1,2013-2014
1159,形势与政策,0.5,,,85,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2013-2014-1)-30900584-08080001-5,2013-2014
1159,电子电工实习,1,,,,86,86,,86,NA,,NA,3.6,实践课,,0,(2013-2014-1)-10401005-05010021-2,2013-2014
1159,物联网概论,2,,,90,NA,90,,90,NA,,NA,4,公共必修课,,0,(2013-2014-1)-10402047-05010023-1,2013-2014
1159,Linux程序设计,4,70,,0,NA,28,,28,60,,36,1,专业必修课,,0,(2013-2014-2)-10404012-05010015-1,2013-2014
1159,大学英语（四）,4,74,,39,NA,57,,57,71,,NA,1,公共必修课,,0,(2013-2014-2)-10304104-02010018-1,2013-2014
1159,中国近代史纲要,2,77,,53,NA,63,,63,NA,,NA,1.3,公共必修课,,0,(2013-2014-2)-10902098-03010013-1,2013-2014
1159,数学实验,1,88,,46,NA,67,,67,NA,,NA,1.7,专业任选课,,0,(2013-2014-2)-10401002-07010030-1,2013-2014
1159,MySQL数据库,3,69,,77,NA,75,,75,NA,,NA,2.5,专业必修课,,0,(2013-2014-2)-10403062-05010028-1,2013-2014
1159,数字逻辑,3,72.5,,14,NA,37,,37,14,,73,NA,专业必修课,,0,(2013-2014-2)-10403019-05010021-1,2013-2014
1159,计算机网络基础,4,85,,22,NA,47,,47,14,,60,NA,专业必修课,,0,(2013-2014-2)-10404056-05010009-1,2013-2014
1159,offfice高级应用与艺术,2,,,80,NA,80,,80,NA,,NA,NA,公共任选课,科学与技术,0,(2014-2015-1)-90000045-05010031-1,2014-2015
1159,嵌入式程序设计,4.5,61,,61,NA,61,,61,NA,,NA,1.1,专业必修课,,0,(2014-2015-1)-10402597-05080001-1,2014-2015
1159,数据获取与处理嵌入式程序开发,2,,,61,NA,61,,61,NA,,NA,1.1,实践课,,0,(2014-2015-1)-10411113-05080001-1,2014-2015
1159,单片机技术,3,71,,70,NA,71,,71,NA,,NA,2.1,专业必修课,,0,(2014-2015-1)-10403016-05080001-2,2014-2015
1159,RFID技术与应用,2.5,76,,70,NA,72,,72,NA,,NA,2.2,专业必修课,,0,(2014-2015-1)-10402598-05010005-1,2014-2015
1159,图像处理技术,2,71,,75,NA,73,,73,NA,,NA,2.3,专业必修课,,0,(2014-2015-1)-10400503-05010044-1,2014-2015
1159,传感器技术与应用,2.5,78,,75,NA,76,,76,NA,,NA,2.6,专业必修课,,0,(2014-2015-1)-10402599-20131202-1,2014-2015
1159,短距离无线通信技术,2.5,81,,80,NA,80,,80,NA,,NA,3,专业必修课,,0,(2014-2015-1)-10402596-05010005-1,2014-2015
1159,音视频处理,2,70,,90,NA,82,,82,NA,,NA,3.2,专业必修课,,0,(2014-2015-1)-10402072-05010043-1,2014-2015
1159,动画制作技术,2,60,,60,NA,60,,60,NA,,NA,1,专业任选课,,0,(2014-2015-2)-10400501-05010044-2,2014-2015
1159,无线传感器网络,2.5,65,,75,NA,71,,71,NA,,NA,2.1,专业必修课,,0,(2014-2015-2)-10403020-05080001-1,2014-2015
1159,物联网通信与组网技术,3,75,,75,NA,75,,75,NA,,NA,2.5,专业必修课,,0,(2014-2015-2)-10403097-05080001-1,2014-2015
1159,可视化程序设计(QT),3.5,83,82,82,NA,82,,82,NA,,NA,3.2,专业必修课,,0,(2014-2015-2)-10403502-05010052-1,2014-2015
1159,可视化程序设计,1.5,,,83,NA,83,,83,NA,,NA,3.3,实践课,,0,(2014-2015-2)-10401524-05080001-1,2014-2015
1159,中国“世界遗产”景观赏析,2,75,,80,NA,78,,78,NA,,NA,NA,公共任选课,历史与文学,0,(2015-2016-1)-10041022-11010009-2,2015-2016
1159,职业方向培训,5,,,70,NA,70,,70,NA,,NA,2,专业必修课,,0,(2015-2016-1)-10404092-20140705-1,2015-2016
1159,毕业设计,6,,,78.2,NA,78,,78,NA,,NA,2.8,实践课,,0,(2015-2016-1)-10021007-05080001-1,2015-2016
1159,岗前培训,3,,,80,NA,80,,80,NA,,NA,3,专业必修课,,0,(2015-2016-1)-10403085-05010017-1,2015-2016
1159,高等数学A(2),4,,,0,NA,0,缺考,0,NA,,NA,0,专业必修课,,1,(2015-2016-2)-10404507-05010045-1,2015-2016
1159,Linux程序设计,3.5,0,,0,NA,0,缺考,0,NA,,NA,0,专业必修课,,1,(2015-2016-2)-10404012-05010015-1,2015-2016
1159,大学英语（四）,2,80,,0,NA,40,缺考,40,NA,,NA,0,公共基础课,,1,(2015-2016-2)-10304115-02010040-1,2015-2016
1161,形势与政策,0.5,,,,NA,65,,65,NA,,NA,1.5,公共必修课,,NA,(2012-2013-1)-03132092-49302,2012-2013
1161,大学英语,4,,,,NA,65,,65,NA,,NA,1.5,公共课,,NA,(2012-2013-1)-04132060-49303,2012-2013
1161,马克思主义基本原理,2,,,,NA,78,,78,NA,,NA,2.8,公共基础课,,NA,(2012-2013-1)-03011001-49301,2012-2013
1161,程序设计基础(C语言),4,,,,NA,80.4,,80.4,NA,,NA,3.04,专业必修课,,NA,(2012-2013-1)-05011049-49304,2012-2013
1161,线性代数,3,,,,NA,83,,83,NA,,NA,3.3,专业基础课,,NA,(2012-2013-1)-07132103-49307,2012-2013
1161,计算机导论,2,,,,NA,85,,85,NA,,NA,3.5,公共必修课,,NA,(2012-2013-1)-05132035-49305,2012-2013
1161,体育,1,,,,NA,85,,85,NA,,NA,3.5,专业基础课,,NA,(2012-2013-1)-08011003-49308,2012-2013
1161,心理健康教育,2,,,,NA,85,,85,NA,,NA,3.5,公共课,,NA,(2012-2013-1)-10332063-49309,2012-2013
1161,高等数学,5,,,,NA,90,,90,NA,,NA,4,专业基础课,,NA,(2012-2013-1)-07132016-49306,2012-2013
1161,公共体育,1,,,77,NA,77,,77,NA,,NA,2.7,公共基础课,公共体育必修,0,(2012-2013-2)-08132037-08010032-3,2012-2013
1161,大学英语(2),4,85,85,65.5,NA,75,,75,NA,,NA,2.5,公共必修课,,0,(2012-2013-2)-10304008-04010016-3,2012-2013
1161,新技术讲座(2),0.5,,,82,NA,82,,82,NA,,NA,3.2,专业必修课,,0,(2012-2013-2)-10400505-05010031-3,2012-2013
1161,程序设计基础项目,1.5,,,,95,95,,95,NA,,NA,4.5,实践课,,0,(2012-2013-2)-10401510-05010034-1,2012-2013
1161,数据结构,4,95,,43,NA,64,,64,NA,,NA,1.4,专业必修课,,0,(2012-2013-2)-10404010-05010037-1,2012-2013
1161,电路原理,2,93,,68,NA,76,,76,NA,,NA,2.6,专业必修课,,0,(2012-2013-2)-10402012-05080001-1,2012-2013
1161,高等数学(2),5,87.5,,70,NA,77,,77,NA,,NA,2.7,专业必修课,,0,(2012-2013-2)-10405004-05010045-2,2012-2013
1161,大学物理(1),4,80,,75,NA,77,,77,NA,,NA,2.7,专业必修课,,0,(2012-2013-2)-10404005-05010027-1,2012-2013
1161,思想道德修养与法律基础,2,90,,77,NA,82,,82,NA,,NA,3.2,公共必修课,,0,(2012-2013-2)-10902005-03010009-1,2012-2013
1161,离散数学,4,86,,81,NA,83,,83,NA,,NA,3.3,专业必修课,,0,(2012-2013-2)-10404008-07010013-2,2012-2013
1161,形势与政策,0.5,,,85,NA,85,,85,NA,,NA,3.5,公共必修课,,0,(2012-2013-2)-30900501-03010003-12,2012-2013
1161,办公自动化,2,85,0,82,0,84,,84,NA,,NA,NA,公共任选课,,0,(2012-2013-2)-05132013-10030209-1,2012-2013
1161,教学设计,2,76,76,75,NA,75,,75,NA,,NA,NA,公共任选课,科学与技术,0,(2013-2014-1)-01021005-10030218-1,2013-2014
1161,大学物理实验,1,,,,61,61,,61,NA,,NA,1.1,实践课,,0,(2013-2014-1)-10401003-05010027-3,2013-2014
1161,模拟电子技术,3,95,,45,NA,70,,70,NA,,NA,2,专业限选课,,0,(2013-2014-1)-10403018-05010071-1,2013-2014
1161,电子电工实习,1,,,,71,71,,71,NA,,NA,2.1,实践课,,0,(2013-2014-1)-10401005-05010021-2,2013-2014
