y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
254658.44 ,92.00 ,332.65 ,26300.69 ,991382.98 ,0.00 ,0.00 ,0.62 ,CS,B,购物中心,279.00 ,T1,106.07 ,0.00 ,6.00 
225986.54 ,92.00 ,319.02 ,8287.75 ,991382.98 ,0.00 ,0.00 ,0.61 ,CS,B,购物中心,279.00 ,T1,106.07 ,0.00 ,6.00 
686927.80 ,92.00 ,365.87 ,8195.49 ,991382.98 ,0.00 ,0.00 ,0.60 ,CS,B,购物中心,279.00 ,T1,106.07 ,16.00 ,6.00 
211183.56 ,92.00 ,330.15 ,256.76 ,991382.98 ,2.00 ,12255.00 ,0.60 ,CS,B,购物中心,279.00 ,T1,106.07 ,0.00 ,6.00 
284233.94 ,92.00 ,342.84 ,5512.82 ,991382.98 ,6.00 ,5254.83 ,0.60 ,CS,B,购物中心,279.00 ,T1,106.07 ,0.00 ,6.00 
212225.95 ,95.00 ,355.93 ,18282.63 ,991382.98 ,6.00 ,18393.17 ,0.61 ,CS,B,购物中心,279.00 ,T1,106.07 ,16.00 ,6.00 
303316.07 ,95.00 ,354.99 ,0.00 ,991382.98 ,4.00 ,10919.50 ,0.61 ,CS,B,购物中心,279.00 ,T1,106.07 ,0.00 ,6.00 
196018.06 ,95.00 ,359.25 ,0.00 ,991382.98 ,3.00 ,16595.00 ,0.61 ,CS,B,购物中心,279.00 ,T1,106.07 ,0.00 ,6.00 
245428.64 ,93.00 ,360.84 ,0.00 ,991382.98 ,3.00 ,14694.67 ,0.60 ,CS,B,购物中心,279.00 ,T1,106.07 ,16.00 ,6.00 
740516.46 ,93.00 ,329.74 ,2834.00 ,991382.98 ,7.00 ,14510.86 ,0.60 ,CS,B,购物中心,279.00 ,T1,106.07 ,0.00 ,6.00 
79811.21 ,93.00 ,302.17 ,2301.02 ,991382.98 ,6.00 ,14215.67 ,0.60 ,CS,B,购物中心,279.00 ,T1,106.07 ,0.00 ,6.00 
282110.62 ,97.00 ,278.92 ,3459.20 ,991382.98 ,4.00 ,14166.25 ,0.55 ,CS,B,购物中心,279.00 ,T1,106.07 ,16.00 ,6.00 
238680.31 ,97.00 ,304.18 ,621.78 ,991382.98 ,13.00 ,14938.46 ,0.61 ,CS,B,购物中心,279.00 ,T1,106.07 ,0.00 ,6.00 
58448.59 ,97.00 ,320.37 ,5737.75 ,991382.98 ,10.00 ,12240.80 ,0.62 ,CS,B,购物中心,279.00 ,T1,106.07 ,0.00 ,6.00 
203106.16 ,95.00 ,329.21 ,2459.53 ,991382.98 ,9.00 ,13581.78 ,0.59 ,CS,B,购物中心,279.00 ,T1,106.07 ,16.00 ,6.00 
198903.66 ,95.00 ,343.28 ,15027.57 ,991382.98 ,5.00 ,31571.40 ,0.63 ,CS,B,购物中心,279.00 ,T1,106.07 ,0.00 ,6.00 
131954.11 ,95.00 ,382.11 ,9523.73 ,991382.98 ,7.00 ,13667.57 ,0.62 ,CS,B,购物中心,279.00 ,T1,106.07 ,0.00 ,6.00 
101267.59 ,95.00 ,367.87 ,203867.95 ,991382.98 ,11.00 ,21332.18 ,0.57 ,CS,B,购物中心,279.00 ,T1,106.07 ,16.00 ,6.00 
641761.00 ,100.00 ,501.85 ,43724.45 ,3437781.27 ,0.00 ,0.00 ,0.96 ,CS,A,街铺,222.00 ,T1,81.57 ,0.00 ,8.00 
425120.62 ,100.00 ,485.40 ,7083.75 ,3437781.27 ,0.00 ,0.00 ,0.96 ,CS,A,街铺,222.00 ,T1,81.57 ,0.00 ,8.00 
536234.71 ,100.00 ,525.07 ,14783.17 ,3437781.27 ,0.00 ,0.00 ,0.97 ,CS,A,街铺,222.00 ,T1,81.57 ,16.00 ,8.00 
771896.77 ,100.00 ,515.15 ,1346.20 ,3437781.27 ,2.00 ,12255.00 ,0.96 ,CS,A,街铺,222.00 ,T1,81.57 ,0.00 ,8.00 
597982.09 ,100.00 ,539.99 ,15390.19 ,3437781.27 ,6.00 ,5254.83 ,0.96 ,CS,A,街铺,222.00 ,T1,81.57 ,0.00 ,8.00 
581466.38 ,98.00 ,558.81 ,64686.83 ,3437781.27 ,6.00 ,18393.17 ,0.95 ,CS,A,街铺,222.00 ,T1,81.57 ,16.00 ,8.00 
804654.86 ,98.00 ,545.78 ,0.00 ,3437781.27 ,4.00 ,10919.50 ,0.95 ,CS,A,街铺,222.00 ,T1,81.57 ,0.00 ,8.00 
1396870.34 ,98.00 ,548.93 ,0.00 ,3437781.27 ,3.00 ,16595.00 ,0.95 ,CS,A,街铺,222.00 ,T1,81.57 ,0.00 ,8.00 
848622.29 ,97.00 ,548.89 ,0.00 ,3437781.27 ,3.00 ,14694.67 ,0.97 ,CS,A,街铺,222.00 ,T1,81.57 ,16.00 ,8.00 
996455.18 ,97.00 ,443.97 ,7810.08 ,3437781.27 ,7.00 ,14510.86 ,0.96 ,CS,A,街铺,222.00 ,T1,81.57 ,0.00 ,8.00 
482011.30 ,97.00 ,435.23 ,4940.82 ,3437781.27 ,6.00 ,14215.67 ,0.94 ,CS,A,街铺,222.00 ,T1,81.57 ,0.00 ,8.00 
334699.78 ,99.00 ,436.21 ,35562.29 ,3437781.27 ,4.00 ,14166.25 ,0.94 ,CS,A,街铺,222.00 ,T1,81.57 ,16.00 ,8.00 
447703.63 ,99.00 ,478.77 ,1728.30 ,3437781.27 ,13.00 ,14938.46 ,0.95 ,CS,A,街铺,222.00 ,T1,81.57 ,0.00 ,8.00 
284759.11 ,99.00 ,444.79 ,21066.69 ,3437781.27 ,10.00 ,12240.80 ,0.93 ,CS,A,街铺,222.00 ,T1,81.57 ,0.00 ,8.00 
350204.43 ,98.50 ,504.58 ,287.34 ,3437781.27 ,9.00 ,13581.78 ,0.96 ,CS,A,街铺,222.00 ,T1,81.57 ,16.00 ,8.00 
583089.89 ,98.50 ,508.56 ,39500.54 ,3437781.27 ,5.00 ,31571.40 ,0.95 ,CS,A,街铺,222.00 ,T1,81.57 ,0.00 ,8.00 
291512.58 ,98.50 ,544.13 ,36818.78 ,3437781.27 ,7.00 ,13667.57 ,0.93 ,CS,A,街铺,222.00 ,T1,81.57 ,0.00 ,8.00 
147366.66 ,100.00 ,499.51 ,168822.55 ,3437781.27 ,11.00 ,21332.18 ,0.91 ,CS,A,街铺,222.00 ,T1,81.57 ,16.00 ,8.00 
338411.21 ,77.15 ,269.81 ,9403.59 ,1012881.59 ,0.00 ,0.00 ,0.65 ,FO,A+,购物中心,180.00 ,T1,83.97 ,0.00 ,10.00 
287474.83 ,77.15 ,263.25 ,10699.94 ,1012881.59 ,0.00 ,0.00 ,0.65 ,FO,A+,购物中心,180.00 ,T1,83.97 ,0.00 ,10.00 
452376.20 ,77.15 ,263.86 ,1000.00 ,1012881.59 ,0.00 ,0.00 ,0.65 ,FO,A+,购物中心,180.00 ,T1,83.97 ,16.00 ,10.00 
584718.08 ,77.15 ,298.69 ,15566.48 ,1012881.59 ,2.00 ,12255.00 ,0.66 ,FO,A+,购物中心,180.00 ,T1,83.97 ,0.00 ,10.00 
315223.98 ,77.15 ,323.54 ,12709.78 ,1012881.59 ,6.00 ,5254.83 ,0.66 ,FO,A+,购物中心,180.00 ,T1,83.97 ,0.00 ,10.00 
208935.64 ,80.00 ,336.48 ,21646.98 ,1012881.59 ,6.00 ,18393.17 ,0.66 ,FO,A+,购物中心,180.00 ,T1,83.97 ,16.00 ,10.00 
345808.84 ,80.00 ,310.66 ,8518.99 ,1012881.59 ,4.00 ,10919.50 ,0.65 ,FO,A+,购物中心,180.00 ,T1,83.97 ,0.00 ,10.00 
476879.79 ,80.00 ,270.56 ,5829.29 ,1012881.59 ,3.00 ,16595.00 ,0.61 ,FO,A+,购物中心,180.00 ,T1,83.97 ,0.00 ,10.00 
484380.44 ,83.00 ,255.04 ,8494.24 ,1012881.59 ,3.00 ,14694.67 ,0.64 ,FO,A+,购物中心,180.00 ,T1,83.97 ,16.00 ,10.00 
839074.93 ,83.00 ,243.34 ,12113.00 ,1012881.59 ,7.00 ,14510.86 ,0.63 ,FO,A+,购物中心,180.00 ,T1,83.97 ,0.00 ,10.00 
599217.86 ,83.00 ,249.74 ,13618.73 ,1012881.59 ,6.00 ,14215.67 ,0.63 ,FO,A+,购物中心,180.00 ,T1,83.97 ,0.00 ,10.00 
227795.06 ,80.00 ,244.66 ,16549.38 ,1012881.59 ,4.00 ,14166.25 ,0.62 ,FO,A+,购物中心,180.00 ,T1,83.97 ,16.00 ,10.00 
444758.02 ,80.00 ,241.78 ,14345.80 ,1012881.59 ,13.00 ,14938.46 ,0.64 ,FO,A+,购物中心,180.00 ,T1,83.97 ,0.00 ,10.00 
372391.91 ,80.00 ,233.24 ,10750.28 ,1012881.59 ,10.00 ,12240.80 ,0.61 ,FO,A+,购物中心,180.00 ,T1,83.97 ,0.00 ,10.00 
636934.34 ,80.04 ,274.08 ,10128.46 ,1012881.59 ,9.00 ,13581.78 ,0.65 ,FO,A+,购物中心,180.00 ,T1,83.97 ,16.00 ,10.00 
1001300.28 ,80.04 ,297.95 ,15645.29 ,1012881.59 ,5.00 ,31571.40 ,0.64 ,FO,A+,购物中心,180.00 ,T1,83.97 ,0.00 ,10.00 
145200.26 ,80.04 ,331.79 ,17299.11 ,1012881.59 ,7.00 ,13667.57 ,0.61 ,FO,A+,购物中心,180.00 ,T1,83.97 ,0.00 ,10.00 
344095.11 ,77.15 ,334.89 ,40405.10 ,1012881.59 ,11.00 ,21332.18 ,0.60 ,FO,A+,购物中心,180.00 ,T1,83.97 ,16.00 ,10.00 
178415.46 ,80.00 ,261.70 ,4286.16 ,492260.41 ,0.00 ,0.00 ,0.66 ,FO,C,购物中心,111.00 ,T1,92.90 ,0.00 ,5.00 
150321.02 ,80.00 ,246.79 ,7149.05 ,492260.41 ,0.00 ,0.00 ,0.64 ,FO,C,购物中心,111.00 ,T1,92.90 ,0.00 ,5.00 
165707.25 ,80.00 ,238.39 ,2200.00 ,492260.41 ,0.00 ,0.00 ,0.64 ,FO,C,购物中心,111.00 ,T1,92.90 ,16.00 ,5.00 
184495.32 ,80.00 ,249.23 ,8530.45 ,492260.41 ,2.00 ,12255.00 ,0.65 ,FO,C,购物中心,111.00 ,T1,92.90 ,0.00 ,5.00 
123089.31 ,80.00 ,292.73 ,6127.19 ,492260.41 ,6.00 ,5254.83 ,0.65 ,FO,C,购物中心,111.00 ,T1,92.90 ,0.00 ,5.00 
48225.46 ,78.00 ,290.02 ,13161.15 ,492260.41 ,6.00 ,18393.17 ,0.64 ,FO,C,购物中心,111.00 ,T1,92.90 ,16.00 ,5.00 
113411.12 ,78.00 ,288.70 ,1387.08 ,492260.41 ,4.00 ,10919.50 ,0.65 ,FO,C,购物中心,111.00 ,T1,92.90 ,0.00 ,5.00 
146619.09 ,78.00 ,264.99 ,387.19 ,492260.41 ,3.00 ,16595.00 ,0.64 ,FO,C,购物中心,111.00 ,T1,92.90 ,0.00 ,5.00 
190521.67 ,76.00 ,253.05 ,2970.56 ,492260.41 ,3.00 ,14694.67 ,0.65 ,FO,C,购物中心,111.00 ,T1,92.90 ,16.00 ,5.00 
265241.07 ,76.00 ,244.51 ,4021.24 ,492260.41 ,7.00 ,14510.86 ,0.64 ,FO,C,购物中心,111.00 ,T1,92.90 ,0.00 ,5.00 
149559.04 ,76.00 ,227.48 ,5414.48 ,492260.41 ,6.00 ,14215.67 ,0.62 ,FO,C,购物中心,111.00 ,T1,92.90 ,0.00 ,5.00 
110261.15 ,77.00 ,239.06 ,5672.67 ,492260.41 ,4.00 ,14166.25 ,0.63 ,FO,C,购物中心,111.00 ,T1,92.90 ,16.00 ,5.00 
171495.34 ,77.00 ,231.20 ,5071.58 ,492260.41 ,13.00 ,14938.46 ,0.63 ,FO,C,购物中心,111.00 ,T1,92.90 ,0.00 ,5.00 
43153.75 ,77.00 ,237.77 ,3862.51 ,492260.41 ,10.00 ,12240.80 ,0.61 ,FO,C,购物中心,111.00 ,T1,92.90 ,0.00 ,5.00 
193907.07 ,77.75 ,246.51 ,4232.29 ,492260.41 ,9.00 ,13581.78 ,0.62 ,FO,C,购物中心,111.00 ,T1,92.90 ,16.00 ,5.00 
226517.13 ,77.75 ,284.22 ,5209.57 ,492260.41 ,5.00 ,31571.40 ,0.65 ,FO,C,购物中心,111.00 ,T1,92.90 ,0.00 ,5.00 
117738.33 ,77.75 ,321.81 ,5455.73 ,492260.41 ,7.00 ,13667.57 ,0.63 ,FO,C,购物中心,111.00 ,T1,92.90 ,0.00 ,5.00 
54881.72 ,80.00 ,304.78 ,9679.09 ,492260.41 ,11.00 ,21332.18 ,0.59 ,FO,C,购物中心,111.00 ,T1,92.90 ,16.00 ,5.00 
454987.67 ,53.25 ,271.96 ,0.00 ,1608525.70 ,0.00 ,0.00 ,0.67 ,FO,A+,购物中心,326.00 ,T2,86.00 ,0.00 ,11.00 
423743.87 ,53.25 ,269.41 ,5552.90 ,1608525.70 ,0.00 ,0.00 ,0.64 ,FO,A+,购物中心,326.00 ,T2,86.00 ,0.00 ,11.00 
532064.56 ,53.25 ,271.48 ,0.00 ,1608525.70 ,0.00 ,0.00 ,0.63 ,FO,A+,购物中心,326.00 ,T2,86.00 ,16.00 ,11.00 
778974.87 ,53.25 ,301.74 ,0.00 ,1608525.70 ,2.00 ,12255.00 ,0.66 ,FO,A+,购物中心,326.00 ,T2,86.00 ,0.00 ,11.00 
510631.83 ,53.25 ,331.59 ,4053.69 ,1608525.70 ,6.00 ,5254.83 ,0.68 ,FO,A+,购物中心,326.00 ,T2,86.00 ,0.00 ,11.00 
472740.09 ,68.00 ,327.19 ,12089.40 ,1608525.70 ,6.00 ,18393.17 ,0.67 ,FO,A+,购物中心,326.00 ,T2,86.00 ,16.00 ,11.00 
879610.19 ,68.00 ,321.77 ,92.00 ,1608525.70 ,4.00 ,10919.50 ,0.67 ,FO,A+,购物中心,326.00 ,T2,86.00 ,0.00 ,11.00 
1270706.49 ,68.00 ,320.40 ,0.00 ,1608525.70 ,3.00 ,16595.00 ,0.65 ,FO,A+,购物中心,326.00 ,T2,86.00 ,0.00 ,11.00 
768266.87 ,70.00 ,294.11 ,356.80 ,1608525.70 ,3.00 ,14694.67 ,0.66 ,FO,A+,购物中心,326.00 ,T2,86.00 ,16.00 ,11.00 
1295194.38 ,70.00 ,279.74 ,0.00 ,1608525.70 ,7.00 ,14510.86 ,0.65 ,FO,A+,购物中心,326.00 ,T2,86.00 ,0.00 ,11.00 
718763.22 ,70.00 ,279.62 ,299.20 ,1608525.70 ,6.00 ,14215.67 ,0.66 ,FO,A+,购物中心,326.00 ,T2,86.00 ,0.00 ,11.00 
575140.18 ,68.00 ,275.14 ,0.00 ,1608525.70 ,4.00 ,14166.25 ,0.64 ,FO,A+,购物中心,326.00 ,T2,86.00 ,16.00 ,11.00 
700985.73 ,68.00 ,281.09 ,16801.66 ,1608525.70 ,13.00 ,14938.46 ,0.65 ,FO,A+,购物中心,326.00 ,T2,86.00 ,0.00 ,11.00 
464512.95 ,68.00 ,296.76 ,202.08 ,1608525.70 ,10.00 ,12240.80 ,0.64 ,FO,A+,购物中心,326.00 ,T2,86.00 ,0.00 ,11.00 
793081.10 ,64.81 ,316.94 ,4963.60 ,1608525.70 ,9.00 ,13581.78 ,0.66 ,FO,A+,购物中心,326.00 ,T2,86.00 ,16.00 ,11.00 
1225668.23 ,64.81 ,322.35 ,22715.34 ,1608525.70 ,5.00 ,31571.40 ,0.66 ,FO,A+,购物中心,326.00 ,T2,86.00 ,0.00 ,11.00 
658296.14 ,64.81 ,333.17 ,0.00 ,1608525.70 ,7.00 ,13667.57 ,0.66 ,FO,A+,购物中心,326.00 ,T2,86.00 ,0.00 ,11.00 
493130.85 ,53.25 ,340.91 ,0.00 ,1608525.70 ,11.00 ,21332.18 ,0.63 ,FO,A+,购物中心,326.00 ,T2,86.00 ,16.00 ,11.00 
50712.87 ,82.50 ,240.97 ,4814.93 ,779177.67 ,0.00 ,0.00 ,0.65 ,FO,C,购物中心,174.00 ,T1,95.13 ,0.00 ,5.00 
68209.02 ,82.50 ,269.88 ,6772.57 ,779177.67 ,0.00 ,0.00 ,0.66 ,FO,C,购物中心,174.00 ,T1,95.13 ,0.00 ,5.00 
119254.41 ,82.50 ,260.27 ,2200.00 ,779177.67 ,0.00 ,0.00 ,0.66 ,FO,C,购物中心,174.00 ,T1,95.13 ,16.00 ,5.00 
123063.79 ,82.50 ,265.57 ,4451.61 ,779177.67 ,2.00 ,12255.00 ,0.66 ,FO,C,购物中心,174.00 ,T1,95.13 ,0.00 ,5.00 
31953.65 ,82.50 ,273.22 ,5546.87 ,779177.67 ,6.00 ,5254.83 ,0.66 ,FO,C,购物中心,174.00 ,T1,95.13 ,0.00 ,5.00 
6590.50 ,87.00 ,317.48 ,11960.98 ,779177.67 ,6.00 ,18393.17 ,0.63 ,FO,C,购物中心,174.00 ,T1,95.13 ,16.00 ,5.00 
32666.66 ,87.00 ,301.89 ,88.57 ,779177.67 ,4.00 ,10919.50 ,0.66 ,FO,C,购物中心,174.00 ,T1,95.13 ,0.00 ,5.00 
142649.30 ,87.00 ,292.24 ,0.49 ,779177.67 ,3.00 ,16595.00 ,0.61 ,FO,C,购物中心,174.00 ,T1,95.13 ,0.00 ,5.00 
91892.53 ,80.00 ,266.06 ,1941.29 ,779177.67 ,3.00 ,14694.67 ,0.64 ,FO,C,购物中心,174.00 ,T1,95.13 ,16.00 ,5.00 
205236.52 ,80.00 ,251.48 ,3995.36 ,779177.67 ,7.00 ,14510.86 ,0.62 ,FO,C,购物中心,174.00 ,T1,95.13 ,0.00 ,5.00 
78941.30 ,80.00 ,232.01 ,4161.88 ,779177.67 ,6.00 ,14215.67 ,0.62 ,FO,C,购物中心,174.00 ,T1,95.13 ,0.00 ,5.00 
65194.68 ,81.00 ,204.19 ,5287.04 ,779177.67 ,4.00 ,14166.25 ,0.60 ,FO,C,购物中心,174.00 ,T1,95.13 ,16.00 ,5.00 
119353.58 ,81.00 ,227.39 ,3776.62 ,779177.67 ,13.00 ,14938.46 ,0.60 ,FO,C,购物中心,174.00 ,T1,95.13 ,0.00 ,5.00 
74201.60 ,81.00 ,245.00 ,3763.29 ,779177.67 ,10.00 ,12240.80 ,0.60 ,FO,C,购物中心,174.00 ,T1,95.13 ,0.00 ,5.00 
141143.05 ,82.63 ,265.12 ,3218.63 ,779177.67 ,9.00 ,13581.78 ,0.62 ,FO,C,购物中心,174.00 ,T1,95.13 ,16.00 ,5.00 
191278.82 ,82.63 ,283.11 ,6548.77 ,779177.67 ,5.00 ,31571.40 ,0.64 ,FO,C,购物中心,174.00 ,T1,95.13 ,0.00 ,5.00 
81697.64 ,82.63 ,319.98 ,5232.30 ,779177.67 ,7.00 ,13667.57 ,0.63 ,FO,C,购物中心,174.00 ,T1,95.13 ,0.00 ,5.00 
27683.51 ,82.50 ,318.23 ,12937.97 ,779177.67 ,11.00 ,21332.18 ,0.61 ,FO,C,购物中心,174.00 ,T1,95.13 ,16.00 ,5.00 
233843.90 ,85.70 ,544.68 ,10135.50 ,721093.22 ,0.00 ,0.00 ,0.98 ,CS,A,购物中心,132.50 ,T1,67.07 ,0.00 ,6.00 
222723.73 ,85.70 ,537.41 ,7431.35 ,721093.22 ,0.00 ,0.00 ,0.98 ,CS,A,购物中心,132.50 ,T1,67.07 ,0.00 ,6.00 
206351.69 ,85.70 ,552.48 ,14899.87 ,721093.22 ,0.00 ,0.00 ,0.98 ,CS,A,购物中心,132.50 ,T1,67.07 ,16.00 ,6.00 
341078.81 ,85.70 ,576.16 ,1105.90 ,721093.22 ,2.00 ,12255.00 ,0.98 ,CS,A,购物中心,132.50 ,T1,67.07 ,0.00 ,6.00 
202073.63 ,85.70 ,596.20 ,10777.21 ,721093.22 ,6.00 ,5254.83 ,0.97 ,CS,A,购物中心,132.50 ,T1,67.07 ,0.00 ,6.00 
219092.48 ,82.00 ,589.09 ,14091.17 ,721093.22 ,6.00 ,18393.17 ,0.97 ,CS,A,购物中心,132.50 ,T1,67.07 ,16.00 ,6.00 
334003.76 ,82.00 ,604.27 ,0.00 ,721093.22 ,4.00 ,10919.50 ,0.97 ,CS,A,购物中心,132.50 ,T1,67.07 ,0.00 ,6.00 
606150.62 ,82.00 ,633.44 ,0.00 ,721093.22 ,3.00 ,16595.00 ,0.97 ,CS,A,购物中心,132.50 ,T1,67.07 ,0.00 ,6.00 
262193.81 ,81.00 ,569.45 ,0.00 ,721093.22 ,3.00 ,14694.67 ,0.98 ,CS,A,购物中心,132.50 ,T1,67.07 ,16.00 ,6.00 
305687.44 ,81.00 ,494.97 ,7418.20 ,721093.22 ,7.00 ,14510.86 ,0.97 ,CS,A,购物中心,132.50 ,T1,67.07 ,0.00 ,6.00 
197382.09 ,81.00 ,498.25 ,6638.22 ,721093.22 ,6.00 ,14215.67 ,0.98 ,CS,A,购物中心,132.50 ,T1,67.07 ,0.00 ,6.00 
132450.50 ,82.00 ,469.96 ,4670.70 ,721093.22 ,4.00 ,14166.25 ,0.97 ,CS,A,购物中心,132.50 ,T1,67.07 ,16.00 ,6.00 
187453.92 ,82.00 ,522.61 ,2007.49 ,721093.22 ,13.00 ,14938.46 ,0.99 ,CS,A,购物中心,132.50 ,T1,67.07 ,0.00 ,6.00 
141204.47 ,82.00 ,572.29 ,10403.43 ,721093.22 ,10.00 ,12240.80 ,0.99 ,CS,A,购物中心,132.50 ,T1,67.07 ,0.00 ,6.00 
128725.47 ,82.68 ,590.16 ,300.10 ,721093.22 ,9.00 ,13581.78 ,0.98 ,CS,A,购物中心,132.50 ,T1,67.07 ,16.00 ,6.00 
196180.54 ,82.68 ,554.95 ,18293.63 ,721093.22 ,5.00 ,31571.40 ,0.98 ,CS,A,购物中心,132.50 ,T1,67.07 ,0.00 ,6.00 
129785.30 ,82.68 ,657.06 ,18601.99 ,721093.22 ,7.00 ,13667.57 ,0.98 ,CS,A,购物中心,132.50 ,T1,67.07 ,0.00 ,6.00 
4508.41 ,85.70 ,695.97 ,140048.39 ,721093.22 ,11.00 ,21332.18 ,0.98 ,CS,A,购物中心,132.50 ,T1,67.07 ,16.00 ,6.00 
899800.98 ,94.05 ,587.43 ,28194.65 ,1284129.11 ,0.00 ,0.00 ,1.00 ,CS,A,街铺,79.50 ,T1,73.50 ,0.00 ,7.00 
690041.88 ,94.05 ,608.36 ,40428.19 ,1284129.11 ,0.00 ,0.00 ,1.00 ,CS,A,街铺,79.50 ,T1,73.50 ,0.00 ,7.00 
807289.34 ,94.05 ,636.52 ,30522.11 ,1284129.11 ,0.00 ,0.00 ,1.00 ,CS,A,街铺,79.50 ,T1,73.50 ,16.00 ,7.00 
1074415.04 ,94.05 ,641.68 ,2668.43 ,1284129.11 ,2.00 ,12255.00 ,1.00 ,CS,A,街铺,79.50 ,T1,73.50 ,0.00 ,7.00 
542640.41 ,94.05 ,696.98 ,9372.91 ,1284129.11 ,6.00 ,5254.83 ,1.00 ,CS,A,街铺,79.50 ,T1,73.50 ,0.00 ,7.00 
387990.21 ,95.00 ,746.70 ,66020.81 ,1284129.11 ,6.00 ,18393.17 ,1.00 ,CS,A,街铺,79.50 ,T1,73.50 ,16.00 ,7.00 
631127.57 ,95.00 ,738.64 ,1468.88 ,1284129.11 ,4.00 ,10919.50 ,0.99 ,CS,A,街铺,79.50 ,T1,73.50 ,0.00 ,7.00 
785813.16 ,95.00 ,732.46 ,1468.88 ,1284129.11 ,3.00 ,16595.00 ,0.99 ,CS,A,街铺,79.50 ,T1,73.50 ,0.00 ,7.00 
689103.79 ,96.00 ,682.49 ,1468.88 ,1284129.11 ,3.00 ,14694.67 ,1.00 ,CS,A,街铺,79.50 ,T1,73.50 ,16.00 ,7.00 
1130642.36 ,96.00 ,559.01 ,4760.48 ,1284129.11 ,7.00 ,14510.86 ,0.98 ,CS,A,街铺,79.50 ,T1,73.50 ,0.00 ,7.00 
469527.17 ,96.00 ,541.80 ,17435.90 ,1284129.11 ,6.00 ,14215.67 ,1.00 ,CS,A,街铺,79.50 ,T1,73.50 ,0.00 ,7.00 
385756.92 ,99.00 ,615.14 ,17789.47 ,1284129.11 ,4.00 ,14166.25 ,0.99 ,CS,A,街铺,79.50 ,T1,73.50 ,16.00 ,7.00 
589532.59 ,99.00 ,630.76 ,3491.60 ,1284129.11 ,13.00 ,14938.46 ,1.00 ,CS,A,街铺,79.50 ,T1,73.50 ,0.00 ,7.00 
283094.15 ,99.00 ,649.89 ,16987.67 ,1284129.11 ,10.00 ,12240.80 ,1.00 ,CS,A,街铺,79.50 ,T1,73.50 ,0.00 ,7.00 
329960.16 ,96.01 ,732.24 ,1778.98 ,1284129.11 ,9.00 ,13581.78 ,1.00 ,CS,A,街铺,79.50 ,T1,73.50 ,16.00 ,7.00 
558677.14 ,96.01 ,711.81 ,36816.59 ,1284129.11 ,5.00 ,31571.40 ,1.00 ,CS,A,街铺,79.50 ,T1,73.50 ,0.00 ,7.00 
105869.32 ,96.01 ,782.41 ,35151.74 ,1284129.11 ,7.00 ,13667.57 ,1.00 ,CS,A,街铺,79.50 ,T1,73.50 ,0.00 ,7.00 
-170076.73 ,94.05 ,758.30 ,149646.74 ,1284129.11 ,11.00 ,21332.18 ,0.99 ,CS,A,街铺,79.50 ,T1,73.50 ,16.00 ,7.00 
425549.68 ,65.15 ,283.95 ,0.00 ,334097.27 ,0.00 ,0.00 ,0.67 ,FO,A,购物中心,147.00 ,T2,75.73 ,0.00 ,11.00 
402317.16 ,65.15 ,265.72 ,7641.35 ,334097.27 ,0.00 ,0.00 ,0.65 ,FO,A,购物中心,147.00 ,T2,75.73 ,0.00 ,11.00 
560823.05 ,65.15 ,274.14 ,10000.00 ,334097.27 ,0.00 ,0.00 ,0.61 ,FO,A,购物中心,147.00 ,T2,75.73 ,16.00 ,11.00 
682066.17 ,65.15 ,310.63 ,0.00 ,334097.27 ,2.00 ,12255.00 ,0.66 ,FO,A,购物中心,147.00 ,T2,75.73 ,0.00 ,11.00 
302910.58 ,65.15 ,336.69 ,5313.69 ,334097.27 ,6.00 ,5254.83 ,0.66 ,FO,A,购物中心,147.00 ,T2,75.73 ,0.00 ,11.00 
320319.42 ,66.00 ,334.35 ,15255.80 ,334097.27 ,6.00 ,18393.17 ,0.65 ,FO,A,购物中心,147.00 ,T2,75.73 ,16.00 ,11.00 
608102.85 ,66.00 ,308.25 ,0.00 ,334097.27 ,4.00 ,10919.50 ,0.66 ,FO,A,购物中心,147.00 ,T2,75.73 ,0.00 ,11.00 
919210.50 ,66.00 ,302.36 ,0.00 ,334097.27 ,3.00 ,16595.00 ,0.65 ,FO,A,购物中心,147.00 ,T2,75.73 ,0.00 ,11.00 
907803.67 ,70.00 ,255.40 ,0.00 ,334097.27 ,3.00 ,14694.67 ,0.61 ,FO,A,购物中心,147.00 ,T2,75.73 ,16.00 ,11.00 
1131649.99 ,70.00 ,258.71 ,0.00 ,334097.27 ,7.00 ,14510.86 ,0.64 ,FO,A,购物中心,147.00 ,T2,75.73 ,0.00 ,11.00 
678383.22 ,70.00 ,263.23 ,0.00 ,334097.27 ,6.00 ,14215.67 ,0.64 ,FO,A,购物中心,147.00 ,T2,75.73 ,0.00 ,11.00 
520756.54 ,68.00 ,263.57 ,356.30 ,334097.27 ,4.00 ,14166.25 ,0.64 ,FO,A,购物中心,147.00 ,T2,75.73 ,16.00 ,11.00 
724308.10 ,68.00 ,258.19 ,0.00 ,334097.27 ,13.00 ,14938.46 ,0.64 ,FO,A,购物中心,147.00 ,T2,75.73 ,0.00 ,11.00 
516101.57 ,68.00 ,250.38 ,305.70 ,334097.27 ,10.00 ,12240.80 ,0.63 ,FO,A,购物中心,147.00 ,T2,75.73 ,0.00 ,11.00 
