y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
258637.42 ,75.00 ,260.06 ,0.00 ,470278.06 ,3.00 ,16595.00 ,0.59 ,FO,C,购物中心,380.00 ,T2,42.63 ,0.00 ,6.00 
176333.32 ,80.00 ,226.63 ,0.00 ,470278.06 ,3.00 ,14694.67 ,0.61 ,FO,C,购物中心,380.00 ,T2,42.63 ,16.00 ,6.00 
345514.54 ,80.00 ,204.53 ,0.00 ,470278.06 ,7.00 ,14510.86 ,0.57 ,FO,C,购物中心,380.00 ,T2,42.63 ,0.00 ,6.00 
107003.70 ,80.00 ,232.84 ,0.00 ,470278.06 ,6.00 ,14215.67 ,0.61 ,FO,C,购物中心,380.00 ,T2,42.63 ,0.00 ,6.00 
202473.63 ,82.00 ,218.93 ,200.00 ,470278.06 ,4.00 ,14166.25 ,0.56 ,FO,C,购物中心,380.00 ,T2,42.63 ,16.00 ,6.00 
140750.14 ,82.00 ,233.25 ,0.00 ,470278.06 ,13.00 ,14938.46 ,0.59 ,FO,C,购物中心,380.00 ,T2,42.63 ,0.00 ,6.00 
151397.82 ,82.00 ,221.31 ,0.00 ,470278.06 ,10.00 ,12240.80 ,0.54 ,FO,C,购物中心,380.00 ,T2,42.63 ,0.00 ,6.00 
470733.08 ,74.60 ,251.71 ,0.00 ,470278.06 ,9.00 ,13581.78 ,0.54 ,FO,C,购物中心,380.00 ,T2,42.63 ,16.00 ,6.00 
246045.80 ,74.60 ,273.06 ,2388.17 ,470278.06 ,5.00 ,31571.40 ,0.61 ,FO,C,购物中心,380.00 ,T2,42.63 ,0.00 ,6.00 
132084.60 ,74.60 ,292.40 ,7430.27 ,470278.06 ,7.00 ,13667.57 ,0.57 ,FO,C,购物中心,380.00 ,T2,42.63 ,0.00 ,6.00 
84870.46 ,61.40 ,292.59 ,2930.71 ,470278.06 ,11.00 ,21332.18 ,0.56 ,FO,C,购物中心,380.00 ,T2,42.63 ,16.00 ,6.00 
-336711.81 ,84.06 ,625.18 ,118811.92 ,1280665.09 ,6.00 ,18393.17 ,1.00 ,CS,A,购物中心,218.00 ,T2,32.93 ,16.00 ,7.00 
156465.42 ,84.06 ,516.49 ,0.00 ,1280665.09 ,4.00 ,10919.50 ,0.98 ,CS,A,购物中心,218.00 ,T2,32.93 ,0.00 ,7.00 
117907.90 ,84.70 ,510.82 ,0.00 ,1280665.09 ,3.00 ,16595.00 ,0.98 ,CS,A,购物中心,218.00 ,T2,32.93 ,0.00 ,7.00 
145302.36 ,84.70 ,543.48 ,0.00 ,1280665.09 ,3.00 ,14694.67 ,1.00 ,CS,A,购物中心,218.00 ,T2,32.93 ,16.00 ,7.00 
112520.01 ,85.70 ,436.35 ,8102.80 ,1280665.09 ,7.00 ,14510.86 ,0.98 ,CS,A,购物中心,218.00 ,T2,32.93 ,0.00 ,7.00 
745340.06 ,94.90 ,383.40 ,13990.82 ,1280665.09 ,6.00 ,14215.67 ,1.00 ,CS,A,购物中心,218.00 ,T2,32.93 ,0.00 ,7.00 
-126708.07 ,100.00 ,393.25 ,11289.70 ,1280665.09 ,4.00 ,14166.25 ,0.98 ,CS,A,购物中心,218.00 ,T2,32.93 ,16.00 ,7.00 
-19840.46 ,100.00 ,395.39 ,2268.16 ,1280665.09 ,13.00 ,14938.46 ,0.95 ,CS,A,购物中心,218.00 ,T2,32.93 ,0.00 ,7.00 
-176394.70 ,61.40 ,428.94 ,23661.20 ,1280665.09 ,10.00 ,12240.80 ,1.00 ,CS,A,购物中心,218.00 ,T2,32.93 ,0.00 ,7.00 
-50821.91 ,61.40 ,510.13 ,217.04 ,1280665.09 ,9.00 ,13581.78 ,1.00 ,CS,A,购物中心,218.00 ,T2,32.93 ,16.00 ,7.00 
119826.50 ,61.40 ,529.67 ,24984.39 ,1280665.09 ,5.00 ,31571.40 ,1.00 ,CS,A,购物中心,218.00 ,T2,32.93 ,0.00 ,7.00 
-134104.78 ,61.40 ,587.57 ,33754.15 ,1280665.09 ,7.00 ,13667.57 ,1.00 ,CS,A,购物中心,218.00 ,T2,32.93 ,0.00 ,7.00 
-213992.24 ,61.40 ,497.33 ,181152.90 ,1280665.09 ,11.00 ,21332.18 ,0.89 ,CS,A,购物中心,218.00 ,T2,32.93 ,16.00 ,7.00 
329493.27 ,100.00 ,278.29 ,0.00 ,602556.80 ,0.00 ,0.00 ,0.69 ,FO,A,购物中心,211.00 ,T3,39.37 ,0.00 ,8.00 
292344.74 ,100.00 ,261.34 ,0.00 ,602556.80 ,0.00 ,0.00 ,0.68 ,FO,A,购物中心,211.00 ,T3,39.37 ,0.00 ,8.00 
299915.58 ,100.00 ,270.04 ,1190.40 ,602556.80 ,0.00 ,0.00 ,0.66 ,FO,A,购物中心,211.00 ,T3,39.37 ,16.00 ,8.00 
439023.62 ,100.00 ,286.54 ,0.00 ,602556.80 ,2.00 ,12255.00 ,0.67 ,FO,A,购物中心,211.00 ,T3,39.37 ,0.00 ,8.00 
211289.04 ,100.00 ,282.79 ,4060.89 ,602556.80 ,6.00 ,5254.83 ,0.64 ,FO,A,购物中心,211.00 ,T3,39.37 ,0.00 ,8.00 
222322.73 ,96.00 ,299.12 ,12147.00 ,602556.80 ,6.00 ,18393.17 ,0.66 ,FO,A,购物中心,211.00 ,T3,39.37 ,16.00 ,8.00 
375725.90 ,96.00 ,291.79 ,0.00 ,602556.80 ,4.00 ,10919.50 ,0.67 ,FO,A,购物中心,211.00 ,T3,39.37 ,0.00 ,8.00 
625389.12 ,96.00 ,287.20 ,0.00 ,602556.80 ,3.00 ,16595.00 ,0.64 ,FO,A,购物中心,211.00 ,T3,39.37 ,0.00 ,8.00 
445180.93 ,94.00 ,268.03 ,0.00 ,602556.80 ,3.00 ,14694.67 ,0.67 ,FO,A,购物中心,211.00 ,T3,39.37 ,16.00 ,8.00 
685767.70 ,94.00 ,259.41 ,92.00 ,602556.80 ,7.00 ,14510.86 ,0.65 ,FO,A,购物中心,211.00 ,T3,39.37 ,0.00 ,8.00 
366218.64 ,94.00 ,262.89 ,0.00 ,602556.80 ,6.00 ,14215.67 ,0.66 ,FO,A,购物中心,211.00 ,T3,39.37 ,0.00 ,8.00 
326064.69 ,93.00 ,253.67 ,360.90 ,602556.80 ,4.00 ,14166.25 ,0.65 ,FO,A,购物中心,211.00 ,T3,39.37 ,16.00 ,8.00 
432825.71 ,93.00 ,257.98 ,20293.17 ,602556.80 ,13.00 ,14938.46 ,0.65 ,FO,A,购物中心,211.00 ,T3,39.37 ,0.00 ,8.00 
402727.33 ,93.00 ,257.60 ,9379.99 ,602556.80 ,10.00 ,12240.80 ,0.63 ,FO,A,购物中心,211.00 ,T3,39.37 ,0.00 ,8.00 
506594.20 ,95.75 ,276.83 ,11628.05 ,602556.80 ,9.00 ,13581.78 ,0.65 ,FO,A,购物中心,211.00 ,T3,39.37 ,16.00 ,8.00 
719021.02 ,95.75 ,293.58 ,25950.50 ,602556.80 ,5.00 ,31571.40 ,0.64 ,FO,A,购物中心,211.00 ,T3,39.37 ,0.00 ,8.00 
354003.71 ,95.75 ,311.15 ,14750.28 ,602556.80 ,7.00 ,13667.57 ,0.65 ,FO,A,购物中心,211.00 ,T3,39.37 ,0.00 ,8.00 
195081.91 ,100.00 ,312.73 ,16500.71 ,602556.80 ,11.00 ,21332.18 ,0.61 ,FO,A,购物中心,211.00 ,T3,39.37 ,16.00 ,8.00 
2641.07 ,97.15 ,293.68 ,0.00 ,240471.03 ,0.00 ,0.00 ,0.94 ,CS,D,购物中心,43.00 ,T2,38.17 ,0.00 ,3.00 
6223.61 ,97.15 ,293.68 ,190.81 ,240471.03 ,0.00 ,0.00 ,0.97 ,CS,D,购物中心,43.00 ,T2,38.17 ,0.00 ,3.00 
24277.11 ,97.15 ,337.64 ,500.00 ,240471.03 ,0.00 ,0.00 ,0.98 ,CS,D,购物中心,43.00 ,T2,38.17 ,16.00 ,3.00 
28445.33 ,98.00 ,322.92 ,0.00 ,240471.03 ,2.00 ,12255.00 ,0.95 ,CS,D,购物中心,43.00 ,T2,38.17 ,0.00 ,3.00 
7013.05 ,98.00 ,308.70 ,0.00 ,240471.03 ,6.00 ,5254.83 ,0.95 ,CS,D,购物中心,43.00 ,T2,38.17 ,0.00 ,3.00 
-3490.84 ,98.00 ,300.34 ,5105.30 ,240471.03 ,6.00 ,18393.17 ,0.89 ,CS,D,购物中心,43.00 ,T2,38.17 ,16.00 ,3.00 
7719.80 ,95.00 ,312.87 ,0.00 ,240471.03 ,4.00 ,10919.50 ,0.90 ,CS,D,购物中心,43.00 ,T2,38.17 ,0.00 ,3.00 
33286.68 ,95.00 ,288.71 ,0.00 ,240471.03 ,3.00 ,16595.00 ,0.88 ,CS,D,购物中心,43.00 ,T2,38.17 ,0.00 ,3.00 
-2361.33 ,95.00 ,291.97 ,0.00 ,240471.03 ,3.00 ,14694.67 ,0.98 ,CS,D,购物中心,43.00 ,T2,38.17 ,16.00 ,3.00 
19047.70 ,94.00 ,267.63 ,436.80 ,240471.03 ,7.00 ,14510.86 ,0.90 ,CS,D,购物中心,43.00 ,T2,38.17 ,0.00 ,3.00 
11884.15 ,94.00 ,243.06 ,333.30 ,240471.03 ,6.00 ,14215.67 ,0.92 ,CS,D,购物中心,43.00 ,T2,38.17 ,0.00 ,3.00 
-12816.14 ,94.00 ,243.86 ,5529.20 ,240471.03 ,4.00 ,14166.25 ,0.90 ,CS,D,购物中心,43.00 ,T2,38.17 ,16.00 ,3.00 
4545.42 ,96.04 ,261.69 ,0.00 ,240471.03 ,13.00 ,14938.46 ,0.93 ,CS,D,购物中心,43.00 ,T2,38.17 ,0.00 ,3.00 
-11671.87 ,96.04 ,275.82 ,5166.52 ,240471.03 ,10.00 ,12240.80 ,0.92 ,CS,D,购物中心,43.00 ,T2,38.17 ,0.00 ,3.00 
12833.40 ,96.04 ,277.64 ,519.64 ,240471.03 ,9.00 ,13581.78 ,0.92 ,CS,D,购物中心,43.00 ,T2,38.17 ,16.00 ,3.00 
25239.63 ,97.15 ,285.13 ,234.95 ,240471.03 ,5.00 ,31571.40 ,0.89 ,CS,D,购物中心,43.00 ,T2,38.17 ,0.00 ,3.00 
-632.16 ,97.15 ,339.02 ,2826.52 ,240471.03 ,7.00 ,13667.57 ,0.93 ,CS,D,购物中心,43.00 ,T2,38.17 ,0.00 ,3.00 
-20612.83 ,97.15 ,348.43 ,7213.98 ,240471.03 ,11.00 ,21332.18 ,0.91 ,CS,D,购物中心,43.00 ,T2,38.17 ,16.00 ,3.00 
232390.03 ,97.15 ,260.10 ,12001.89 ,553703.85 ,0.00 ,0.00 ,0.67 ,FO,A,购物中心,162.00 ,T2,35.90 ,16.00 ,8.00 
261714.51 ,97.15 ,295.53 ,0.00 ,553703.85 ,2.00 ,12255.00 ,0.68 ,FO,A,购物中心,162.00 ,T2,35.90 ,0.00 ,8.00 
146994.91 ,97.15 ,316.66 ,0.00 ,553703.85 ,6.00 ,5254.83 ,0.67 ,FO,A,购物中心,162.00 ,T2,35.90 ,0.00 ,8.00 
262382.52 ,98.00 ,311.66 ,10820.20 ,553703.85 ,6.00 ,18393.17 ,0.61 ,FO,A,购物中心,162.00 ,T2,35.90 ,16.00 ,8.00 
280266.49 ,98.00 ,308.42 ,0.00 ,553703.85 ,4.00 ,10919.50 ,0.66 ,FO,A,购物中心,162.00 ,T2,35.90 ,0.00 ,8.00 
364744.94 ,98.00 ,275.86 ,0.00 ,553703.85 ,3.00 ,16595.00 ,0.63 ,FO,A,购物中心,162.00 ,T2,35.90 ,0.00 ,8.00 
304622.71 ,95.00 ,254.88 ,0.00 ,553703.85 ,3.00 ,14694.67 ,0.68 ,FO,A,购物中心,162.00 ,T2,35.90 ,16.00 ,8.00 
548524.46 ,95.00 ,245.57 ,0.00 ,553703.85 ,7.00 ,14510.86 ,0.66 ,FO,A,购物中心,162.00 ,T2,35.90 ,0.00 ,8.00 
276573.61 ,95.00 ,244.86 ,0.00 ,553703.85 ,6.00 ,14215.67 ,0.66 ,FO,A,购物中心,162.00 ,T2,35.90 ,0.00 ,8.00 
253494.97 ,94.00 ,246.85 ,526.30 ,553703.85 ,4.00 ,14166.25 ,0.65 ,FO,A,购物中心,162.00 ,T2,35.90 ,16.00 ,8.00 
367310.02 ,94.00 ,242.30 ,0.00 ,553703.85 ,13.00 ,14938.46 ,0.63 ,FO,A,购物中心,162.00 ,T2,35.90 ,0.00 ,8.00 
576035.03 ,94.00 ,243.39 ,305.70 ,553703.85 ,10.00 ,12240.80 ,0.58 ,FO,A,购物中心,162.00 ,T2,35.90 ,0.00 ,8.00 
461483.25 ,96.04 ,281.99 ,0.00 ,553703.85 ,9.00 ,13581.78 ,0.65 ,FO,A,购物中心,162.00 ,T2,35.90 ,16.00 ,8.00 
661785.69 ,96.04 ,308.55 ,4728.87 ,553703.85 ,5.00 ,31571.40 ,0.66 ,FO,A,购物中心,162.00 ,T2,35.90 ,0.00 ,8.00 
251535.13 ,96.04 ,327.63 ,262.23 ,553703.85 ,7.00 ,13667.57 ,0.63 ,FO,A,购物中心,162.00 ,T2,35.90 ,0.00 ,8.00 
229714.64 ,97.15 ,329.77 ,6877.54 ,553703.85 ,11.00 ,21332.18 ,0.61 ,FO,A,购物中心,162.00 ,T2,35.90 ,16.00 ,8.00 
159636.08 ,97.15 ,232.55 ,0.00 ,777809.58 ,0.00 ,0.00 ,0.64 ,FO,B,购物中心,158.00 ,T1,35.57 ,16.00 ,6.00 
216989.30 ,97.15 ,261.59 ,5000.00 ,777809.58 ,2.00 ,12255.00 ,0.66 ,FO,B,购物中心,158.00 ,T1,35.57 ,0.00 ,6.00 
114731.51 ,97.15 ,270.44 ,22267.16 ,777809.58 ,6.00 ,5254.83 ,0.64 ,FO,B,购物中心,158.00 ,T1,35.57 ,0.00 ,6.00 
99938.49 ,98.00 ,263.03 ,15829.60 ,777809.58 ,6.00 ,18393.17 ,0.63 ,FO,B,购物中心,158.00 ,T1,35.57 ,16.00 ,6.00 
302408.68 ,98.00 ,262.95 ,212.97 ,777809.58 ,4.00 ,10919.50 ,0.64 ,FO,B,购物中心,158.00 ,T1,35.57 ,0.00 ,6.00 
403955.42 ,98.00 ,251.75 ,6868.73 ,777809.58 ,3.00 ,16595.00 ,0.63 ,FO,B,购物中心,158.00 ,T1,35.57 ,0.00 ,6.00 
188449.90 ,95.00 ,237.47 ,10014.66 ,777809.58 ,3.00 ,14694.67 ,0.67 ,FO,B,购物中心,158.00 ,T1,35.57 ,16.00 ,6.00 
421305.63 ,95.00 ,204.90 ,0.00 ,777809.58 ,7.00 ,14510.86 ,0.62 ,FO,B,购物中心,158.00 ,T1,35.57 ,0.00 ,6.00 
152672.08 ,95.00 ,221.24 ,15517.82 ,777809.58 ,6.00 ,14215.67 ,0.65 ,FO,B,购物中心,158.00 ,T1,35.57 ,0.00 ,6.00 
138915.83 ,94.00 ,206.52 ,357.00 ,777809.58 ,4.00 ,14166.25 ,0.62 ,FO,B,购物中心,158.00 ,T1,35.57 ,16.00 ,6.00 
206156.89 ,94.00 ,189.71 ,16435.54 ,777809.58 ,13.00 ,14938.46 ,0.58 ,FO,B,购物中心,158.00 ,T1,35.57 ,0.00 ,6.00 
243917.28 ,94.00 ,198.97 ,9159.11 ,777809.58 ,10.00 ,12240.80 ,0.58 ,FO,B,购物中心,158.00 ,T1,35.57 ,0.00 ,6.00 
148111.15 ,96.04 ,230.81 ,10892.63 ,777809.58 ,9.00 ,13581.78 ,0.61 ,FO,B,购物中心,158.00 ,T1,35.57 ,16.00 ,6.00 
396211.04 ,96.04 ,258.56 ,14683.34 ,777809.58 ,5.00 ,31571.40 ,0.64 ,FO,B,购物中心,158.00 ,T1,35.57 ,0.00 ,6.00 
229977.85 ,96.04 ,272.33 ,11975.09 ,777809.58 ,7.00 ,13667.57 ,0.62 ,FO,B,购物中心,158.00 ,T1,35.57 ,0.00 ,6.00 
245133.18 ,97.15 ,277.48 ,14719.04 ,777809.58 ,11.00 ,21332.18 ,0.58 ,FO,B,购物中心,158.00 ,T1,35.57 ,16.00 ,6.00 
473919.19 ,75.00 ,324.12 ,0.00 ,6965767.74 ,4.00 ,10919.50 ,0.95 ,CS,A+,街铺,310.00 ,T1,31.20 ,0.00 ,10.00 
536511.89 ,75.00 ,340.59 ,0.00 ,6965767.74 ,3.00 ,16595.00 ,0.96 ,CS,A+,街铺,310.00 ,T1,31.20 ,0.00 ,10.00 
190607.04 ,80.00 ,313.65 ,0.00 ,6965767.74 ,3.00 ,14694.67 ,0.98 ,CS,A+,街铺,310.00 ,T1,31.20 ,16.00 ,10.00 
717884.87 ,80.00 ,270.42 ,7792.40 ,6965767.74 ,7.00 ,14510.86 ,0.96 ,CS,A+,街铺,310.00 ,T1,31.20 ,0.00 ,10.00 
82047.40 ,80.00 ,263.16 ,27656.02 ,6965767.74 ,6.00 ,14215.67 ,0.94 ,CS,A+,街铺,310.00 ,T1,31.20 ,0.00 ,10.00 
-59896.18 ,82.00 ,266.44 ,12140.20 ,6965767.74 ,4.00 ,14166.25 ,0.97 ,CS,A+,街铺,310.00 ,T1,31.20 ,16.00 ,10.00 
64231.64 ,82.00 ,290.72 ,1264.05 ,6965767.74 ,13.00 ,14938.46 ,0.96 ,CS,A+,街铺,310.00 ,T1,31.20 ,0.00 ,10.00 
-66380.43 ,82.00 ,401.27 ,14674.90 ,6965767.74 ,10.00 ,12240.80 ,0.95 ,CS,A+,街铺,310.00 ,T1,31.20 ,0.00 ,10.00 
-157241.16 ,74.60 ,439.22 ,10316.58 ,6965767.74 ,9.00 ,13581.78 ,0.96 ,CS,A+,街铺,310.00 ,T1,31.20 ,16.00 ,10.00 
20044.76 ,74.60 ,475.15 ,33093.37 ,6965767.74 ,5.00 ,31571.40 ,0.95 ,CS,A+,街铺,310.00 ,T1,31.20 ,0.00 ,10.00 
-175050.98 ,74.60 ,515.34 ,69546.48 ,6965767.74 ,7.00 ,13667.57 ,0.95 ,CS,A+,街铺,310.00 ,T1,31.20 ,0.00 ,10.00 
-710984.42 ,61.40 ,517.99 ,352139.44 ,6965767.74 ,11.00 ,21332.18 ,0.84 ,CS,A+,街铺,310.00 ,T1,31.20 ,16.00 ,10.00 
35815.91 ,97.15 ,310.05 ,10000.00 ,203612.70 ,6.00 ,5254.83 ,1.00 ,CS,D,购物中心,50.00 ,T1,34.03 ,0.00 ,4.00 
43654.40 ,98.00 ,353.08 ,8949.20 ,203612.70 ,6.00 ,18393.17 ,1.00 ,CS,D,购物中心,50.00 ,T1,34.03 ,16.00 ,4.00 
109426.17 ,98.00 ,602.88 ,0.00 ,203612.70 ,4.00 ,10919.50 ,0.96 ,CS,D,购物中心,50.00 ,T1,34.03 ,0.00 ,4.00 
135213.07 ,98.00 ,558.19 ,0.00 ,203612.70 ,3.00 ,16595.00 ,0.99 ,CS,D,购物中心,50.00 ,T1,34.03 ,0.00 ,4.00 
57017.57 ,95.00 ,515.30 ,0.00 ,203612.70 ,3.00 ,14694.67 ,1.00 ,CS,D,购物中心,50.00 ,T1,34.03 ,16.00 ,4.00 
82525.02 ,95.00 ,437.67 ,425.20 ,203612.70 ,7.00 ,14510.86 ,0.96 ,CS,D,购物中心,50.00 ,T1,34.03 ,0.00 ,4.00 
35651.49 ,95.00 ,406.73 ,12326.20 ,203612.70 ,6.00 ,14215.67 ,0.98 ,CS,D,购物中心,50.00 ,T1,34.03 ,0.00 ,4.00 
1861.73 ,94.00 ,418.63 ,9526.80 ,203612.70 ,4.00 ,14166.25 ,1.00 ,CS,D,购物中心,50.00 ,T1,34.03 ,16.00 ,4.00 
35967.50 ,94.00 ,415.47 ,4000.00 ,203612.70 ,13.00 ,14938.46 ,1.00 ,CS,D,购物中心,50.00 ,T1,34.03 ,0.00 ,4.00 
35864.31 ,94.00 ,315.40 ,7717.10 ,203612.70 ,10.00 ,12240.80 ,1.00 ,CS,D,购物中心,50.00 ,T1,34.03 ,0.00 ,4.00 
63795.90 ,96.04 ,317.75 ,4517.18 ,203612.70 ,9.00 ,13581.78 ,0.99 ,CS,D,购物中心,50.00 ,T1,34.03 ,16.00 ,4.00 
135863.65 ,96.04 ,294.17 ,4226.25 ,203612.70 ,5.00 ,31571.40 ,0.90 ,CS,D,购物中心,50.00 ,T1,34.03 ,0.00 ,4.00 
22831.26 ,96.04 ,374.36 ,22389.38 ,203612.70 ,7.00 ,13667.57 ,0.98 ,CS,D,购物中心,50.00 ,T1,34.03 ,0.00 ,4.00 
-4251.29 ,97.15 ,365.07 ,10311.38 ,203612.70 ,11.00 ,21332.18 ,0.94 ,CS,D,购物中心,50.00 ,T1,34.03 ,16.00 ,4.00 
-269723.89 ,95.90 ,550.69 ,19826.74 ,6462507.79 ,9.00 ,13581.78 ,0.95 ,CS,A+,街铺,570.50 ,T1,23.20 ,16.00 ,12.00 
279143.33 ,95.90 ,568.64 ,26018.20 ,6462507.79 ,5.00 ,31571.40 ,0.94 ,CS,A+,街铺,570.50 ,T1,23.20 ,0.00 ,12.00 
-531610.39 ,95.90 ,598.38 ,77867.97 ,6462507.79 ,7.00 ,13667.57 ,0.91 ,CS,A+,街铺,570.50 ,T1,23.20 ,0.00 ,12.00 
-1219510.00 ,95.90 ,594.80 ,487113.63 ,6462507.79 ,11.00 ,21332.18 ,0.91 ,CS,A+,街铺,570.50 ,T1,23.20 ,16.00 ,12.00 
1523227.71 ,66.30 ,343.57 ,0.00 ,1086607.27 ,7.00 ,13667.57 ,0.62 ,FO,C,购物中心,217.00 ,T1,20.93 ,0.00 ,15.00 
1258160.65 ,66.30 ,350.73 ,14841.17 ,1086607.27 ,11.00 ,21332.18 ,0.64 ,FO,C,购物中心,217.00 ,T1,20.93 ,16.00 ,15.00 
634661.11 ,75.40 ,253.03 ,0.00 ,803089.93 ,4.00 ,14166.25 ,0.62 ,FO,A,购物中心,263.00 ,T3,26.07 ,16.00 ,8.00 
528518.90 ,75.40 ,248.39 ,0.00 ,803089.93 ,13.00 ,14938.46 ,0.63 ,FO,A,购物中心,263.00 ,T3,26.07 ,0.00 ,8.00 
451996.07 ,75.40 ,245.16 ,223.10 ,803089.93 ,10.00 ,12240.80 ,0.59 ,FO,A,购物中心,263.00 ,T3,26.07 ,0.00 ,8.00 
422350.61 ,75.40 ,267.74 ,31632.56 ,803089.93 ,9.00 ,13581.78 ,0.64 ,FO,A,购物中心,263.00 ,T3,26.07 ,16.00 ,8.00 
732579.90 ,72.00 ,289.11 ,26550.19 ,803089.93 ,5.00 ,31571.40 ,0.64 ,FO,A,购物中心,263.00 ,T3,26.07 ,0.00 ,8.00 
349081.91 ,72.00 ,300.34 ,206.09 ,803089.93 ,7.00 ,13667.57 ,0.61 ,FO,A,购物中心,263.00 ,T3,26.07 ,0.00 ,8.00 
174358.87 ,72.00 ,310.52 ,38155.70 ,803089.93 ,11.00 ,21332.18 ,0.63 ,FO,A,购物中心,263.00 ,T3,26.07 ,16.00 ,8.00 
315701.41 ,99.00 ,273.55 ,0.00 ,784863.48 ,5.00 ,31571.40 ,0.65 ,FO,C,街铺,295.00 ,T3,22.13 ,0.00 ,7.00 
98784.43 ,99.00 ,296.35 ,2112.73 ,784863.48 ,7.00 ,13667.57 ,0.63 ,FO,C,街铺,295.00 ,T3,22.13 ,0.00 ,7.00 
134159.51 ,99.00 ,287.51 ,18941.52 ,784863.48 ,11.00 ,21332.18 ,0.61 ,FO,C,街铺,295.00 ,T3,22.13 ,16.00 ,7.00 
328998.15 ,95.90 ,315.28 ,12829.04 ,960637.41 ,11.00 ,21332.18 ,0.61 ,FO,C,购物中心,259.00 ,T1,20.70 ,16.00 ,9.00 
